seed,model,task,method,finetuning_steps,realignment_steps,distinct_realignment_samples,repeated_realignment_samples,train_loss,realignment_loss,task_loss,eval_ar_accuracy,eval_zh_accuracy,eval_th_accuracy,eval_avg_accuracy,eval_same_accuracy,final_eval_ar_accuracy,final_eval_zh_accuracy,final_eval_th_accuracy,final_eval_avg_accuracy,final_eval_same_accuracy
66,xlm-roberta-base,xnli,before_oneatatime_bottomup_13_dico,36816,36816,589056,589056,0.5480854511260986,0,0.5480854511260986,0.6902195608782435,0.7063872255489022,0.6970059880239521,0.6978709248170327,0.817564870259481,0.6902195608782435,0.7063872255489022,0.6970059880239521,0.6978709248170327,0.817564870259481
