seed,model,task,method,finetuning_steps,realignment_steps,distinct_realignment_samples,repeated_realignment_samples,train_loss,realignment_loss,task_loss,eval_ar_accuracy,eval_ru_accuracy,eval_zh_accuracy,eval_hi_accuracy,eval_vi_accuracy,eval_th_accuracy,eval_avg_accuracy,eval_same_accuracy,final_eval_ar_accuracy,final_eval_ru_accuracy,final_eval_zh_accuracy,final_eval_hi_accuracy,final_eval_vi_accuracy,final_eval_th_accuracy,final_eval_avg_accuracy,final_eval_same_accuracy
31,xlm-roberta-base,xnli,before_gradual_bottomup_13_dico,36816,36816,562431,589055,0.4197447896003723,0,0.4197447896003723,0.7069860279441118,0.743313373253493,0.7121756487025949,0.6788423153692614,0.7343313373253493,0.6962075848303393,0.7119760479041916,0.8259481037924151,0.7069860279441118,0.743313373253493,0.7121756487025949,0.6788423153692614,0.7343313373253493,0.6962075848303393,0.7119760479041916,0.8259481037924151
42,xlm-roberta-base,xnli,before_gradual_bottomup_13_dico,36816,36816,562431,589055,0.6190066337585449,0,0.6190066337585449,0.693812375249501,0.7397205588822355,0.7125748502994012,0.6730538922155689,0.7293413173652694,0.6954091816367265,0.7073186959414505,0.8233532934131736,0.693812375249501,0.7397205588822355,0.7125748502994012,0.6730538922155689,0.7293413173652694,0.6954091816367265,0.7073186959414505,0.8233532934131736
