seed,model,task,method,finetuning_steps,realignment_steps,distinct_realignment_samples,repeated_realignment_samples,train_loss,realignment_loss,task_loss,eval_th_accuracy,eval_ru_accuracy,eval_ar_accuracy,eval_avg_accuracy,eval_same_accuracy,final_eval_th_accuracy,final_eval_ru_accuracy,final_eval_ar_accuracy,final_eval_avg_accuracy,final_eval_same_accuracy
66,xlm-roberta-base,xnli,before_oneatatime_bottomup_13_dico,24544,24544,392704,392704,0.6929451823234558,0,0.6929451823234558,0.6898203592814371,0.7233532934131737,0.6822355289421158,0.6984697272122422,0.8105788423153693,0.6898203592814371,0.7233532934131737,0.6822355289421158,0.6984697272122422,0.8105788423153693
