seed,model,task,method,finetuning_steps,realignment_steps,distinct_realignment_samples,repeated_realignment_samples,train_loss,realignment_loss,task_loss,eval_zh_accuracy,eval_th_accuracy,eval_ar_accuracy,eval_avg_accuracy,eval_same_accuracy,final_eval_zh_accuracy,final_eval_th_accuracy,final_eval_ar_accuracy,final_eval_avg_accuracy,final_eval_same_accuracy
31,xlm-roberta-base,xnli,before_oneatatime_bottomup_13_dico,36816,36816,589056,589056,0.4905947744846344,0,0.4905947744846344,0.7281437125748503,0.7027944111776447,0.7149700598802395,0.7153027278775782,0.8279441117764471,0.7281437125748503,0.7027944111776447,0.7149700598802395,0.7153027278775782,0.8279441117764471
66,xlm-roberta-base,xnli,before_oneatatime_bottomup_13_dico,36816,36816,589056,589056,0.6119410991668701,0,0.6119410991668701,0.7079840319361277,0.7023952095808383,0.6994011976047905,0.7032601463739189,0.8223552894211577,0.7079840319361277,0.7023952095808383,0.6994011976047905,0.7032601463739189,0.8223552894211577
