seed,model,task,method,finetuning_steps,realignment_steps,distinct_realignment_samples,repeated_realignment_samples,train_loss,realignment_loss,task_loss,eval_ar_accuracy,eval_zh_accuracy,eval_vi_accuracy,eval_avg_accuracy,eval_same_accuracy,final_eval_ar_accuracy,final_eval_zh_accuracy,final_eval_vi_accuracy,final_eval_avg_accuracy,final_eval_same_accuracy
66,xlm-roberta-base,xnli,before_oneatatime_bottomup_13_dico,36816,36816,589056,589056,0.5497416257858276,0,0.5497416257858276,0.6960079840319361,0.6954091816367265,0.7293413173652694,0.706919494344644,0.8131736526946107,0.6960079840319361,0.6954091816367265,0.7293413173652694,0.706919494344644,0.8131736526946107
