seed,model,task,method,finetuning_steps,realignment_steps,distinct_realignment_samples,repeated_realignment_samples,train_loss,realignment_loss,task_loss,eval_de_accuracy,eval_el_accuracy,eval_es_accuracy,eval_tr_accuracy,eval_fr_accuracy,eval_bg_accuracy,eval_avg_accuracy,eval_same_accuracy,final_eval_de_accuracy,final_eval_el_accuracy,final_eval_es_accuracy,final_eval_tr_accuracy,final_eval_fr_accuracy,final_eval_bg_accuracy,final_eval_avg_accuracy,final_eval_same_accuracy
31,xlm-roberta-base,xnli,before_oneatatime_bottomup_13_dico,36816,36816,589056,589056,0.46011465787887573,0,0.46011465787887573,0.7497005988023953,0.7469061876247505,0.7756487025948103,0.7221556886227545,0.7636726546906187,0.7596806387225549,0.7529607451763142,0.8291417165668663,0.7497005988023953,0.7469061876247505,0.7756487025948103,0.7221556886227545,0.7636726546906187,0.7596806387225549,0.7529607451763142,0.8291417165668663
42,xlm-roberta-base,xnli,before_oneatatime_bottomup_13_dico,36816,36816,589056,589056,0.5042892694473267,0,0.5042892694473267,0.7469061876247505,0.7315369261477046,0.7764471057884231,0.7167664670658682,0.7686626746506986,0.7578842315369262,0.7497005988023951,0.8327345309381238,0.7469061876247505,0.7315369261477046,0.7764471057884231,0.7167664670658682,0.7686626746506986,0.7578842315369262,0.7497005988023951,0.8327345309381238
66,xlm-roberta-base,xnli,before_oneatatime_bottomup_13_dico,36816,36816,589056,589056,0.5698318481445312,0,0.5698318481445312,0.7343313373253493,0.7357285429141717,0.7640718562874251,0.7081836327345309,0.7550898203592814,0.7508982035928143,0.7413838988689286,0.8183632734530938,0.7343313373253493,0.7357285429141717,0.7640718562874251,0.7081836327345309,0.7550898203592814,0.7508982035928143,0.7413838988689286,0.8183632734530938
