seed,model,task,method,finetuning_steps,realignment_steps,distinct_realignment_samples,repeated_realignment_samples,train_loss,realignment_loss,task_loss,eval_ar_accuracy,eval_zh_accuracy,eval_avg_accuracy,eval_same_accuracy,final_eval_ar_accuracy,final_eval_zh_accuracy,final_eval_avg_accuracy,final_eval_same_accuracy
42,xlm-roberta-base,xnli,before_gradual_topdown_3_dico,36816,36816,589056,589056,0.5044834613800049,0,0.5044834613800049,0.6830339321357285,0.7167664670658682,0.6999001996007983,0.8225548902195609,0.6830339321357285,0.7167664670658682,0.6999001996007983,0.8225548902195609
66,xlm-roberta-base,xnli,before_gradual_topdown_3_dico,36816,36816,589056,589056,0.5736926794052124,0,0.5736926794052124,0.6866267465069861,0.7107784431137725,0.6987025948103793,0.8245508982035928,0.6866267465069861,0.7107784431137725,0.6987025948103793,0.8245508982035928
23,xlm-roberta-base,xnli,before_gradual_topdown_3_dico,36816,36816,589056,589056,0.3251909613609314,0,0.3251909613609314,0.6822355289421158,0.7087824351297405,0.6955089820359281,0.8167664670658683,0.6822355289421158,0.7087824351297405,0.6955089820359281,0.8167664670658683
