eval_ar_f1,eval_de_f1,eval_el_f1,eval_es_f1,eval_hi_f1,eval_ru_f1,eval_th_f1,eval_tr_f1,eval_vi_f1,eval_zh_f1,eval_ind_f1,eval_same_f1,final_eval_avg_performance,exp,task,seeds,list_final_avg,p_val_xt_afri,p_val_xt_only,p_val_afri_only
51.23 \scriptsize $\pm$ 0.57,66.95 \scriptsize $\pm$ 0.40,62.27 \scriptsize $\pm$ 0.36,68.89 \scriptsize $\pm$ 0.35,58.29 \scriptsize $\pm$ 0.68,66.66 \scriptsize $\pm$ 0.91,60.25 \scriptsize $\pm$ 0.45,61.28 \scriptsize $\pm$ 0.48,66.68 \scriptsize $\pm$ 0.92,48.09 \scriptsize $\pm$ 0.93,73.12 \scriptsize $\pm$ 0.40,77.22 \scriptsize $\pm$ 0.28,63.41 \scriptsize $\pm$ 0.34,baseline,xquad,"[42, 66, 17, 23]","[63.75544277863608, 63.01832429198871, 63.613408290029675, 63.256061849399124]",0.1718260225380791,0.8061866543285128,0.6787928968214259
51.55 \scriptsize $\pm$ 1.05,65.93 \scriptsize $\pm$ 1.82,62.58 \scriptsize $\pm$ 1.53,68.07 \scriptsize $\pm$ 1.54,58.37 \scriptsize $\pm$ 1.04,66.42 \scriptsize $\pm$ 1.02,58.46 \scriptsize $\pm$ 2.18,61.10 \scriptsize $\pm$ 1.44,66.16 \scriptsize $\pm$ 1.16,47.98 \scriptsize $\pm$ 0.94,73.59 \scriptsize $\pm$ 1.07,76.46 \scriptsize $\pm$ 1.02,63.05 \scriptsize $\pm$ 1.24,least_family_en_10,xquad,"[42, 66, 17, 23]","[61.77432997634795, 64.3965765953051, 63.79669173530811, 62.250019636525856]",0.05730858952706098,0.6080839887452025,0.759197225924785
50.98 \scriptsize $\pm$ 0.88,65.06 \scriptsize $\pm$ 1.21,61.80 \scriptsize $\pm$ 1.05,67.68 \scriptsize $\pm$ 1.08,58.34 \scriptsize $\pm$ 1.39,65.27 \scriptsize $\pm$ 0.81,57.40 \scriptsize $\pm$ 1.06,60.27 \scriptsize $\pm$ 0.80,66.25 \scriptsize $\pm$ 1.18,47.29 \scriptsize $\pm$ 0.91,72.54 \scriptsize $\pm$ 0.77,76.25 \scriptsize $\pm$ 0.50,62.43 \scriptsize $\pm$ 0.64,least_family_en_20,xquad,"[42, 66, 17, 23]","[62.86970320980111, 63.0397157059034, 61.674039709985635, 62.1255013801544]",0.8700666492827537,0.044455364795501974,0.2907553788697897
51.36 \scriptsize $\pm$ 1.19,66.60 \scriptsize $\pm$ 0.36,62.46 \scriptsize $\pm$ 0.94,68.52 \scriptsize $\pm$ 0.52,57.88 \scriptsize $\pm$ 1.59,66.35 \scriptsize $\pm$ 0.82,58.81 \scriptsize $\pm$ 0.49,61.12 \scriptsize $\pm$ 1.04,66.65 \scriptsize $\pm$ 0.46,47.57 \scriptsize $\pm$ 0.44,73.85 \scriptsize $\pm$ 0.40,76.61 \scriptsize $\pm$ 0.50,63.15 \scriptsize $\pm$ 0.45,least_family_en_5,xquad,"[42, 66, 17, 23]","[62.777660969439005, 62.820529383354604, 63.73780807648419, 63.25821474505306]",0.1509967361287638,0.5002955755060339,0.88136032856331
51.49 \scriptsize $\pm$ 1.12,66.42 \scriptsize $\pm$ 1.22,62.71 \scriptsize $\pm$ 1.74,68.00 \scriptsize $\pm$ 0.81,58.03 \scriptsize $\pm$ 1.01,66.21 \scriptsize $\pm$ 1.40,57.47 \scriptsize $\pm$ 2.30,61.02 \scriptsize $\pm$ 0.73,66.00 \scriptsize $\pm$ 0.90,47.30 \scriptsize $\pm$ 0.44,72.95 \scriptsize $\pm$ 0.82,76.56 \scriptsize $\pm$ 0.77,62.85 \scriptsize $\pm$ 0.99,least_same_script_10,xquad,"[42, 66, 17, 23]","[61.69469834641436, 63.45934049525152, 62.37071749873585, 63.86041496283585]",0.35105584894851094,0.2015531760792942,0.4477937565852375
50.68 \scriptsize $\pm$ 0.80,64.38 \scriptsize $\pm$ 0.53,60.57 \scriptsize $\pm$ 0.90,67.57 \scriptsize $\pm$ 0.75,57.30 \scriptsize $\pm$ 0.89,65.49 \scriptsize $\pm$ 0.87,56.17 \scriptsize $\pm$ 1.11,58.45 \scriptsize $\pm$ 1.08,64.45 \scriptsize $\pm$ 0.39,46.31 \scriptsize $\pm$ 0.53,72.02 \scriptsize $\pm$ 1.19,76.22 \scriptsize $\pm$ 0.37,61.63 \scriptsize $\pm$ 0.61,least_same_script_20,xquad,"[42, 66, 17, 23]","[60.974853589015716, 62.31843095854676, 61.953063020611324, 61.28906557588643]",0.06953961588777134,0.03723623412868858,0.006196083976170788
52.66 \scriptsize $\pm$ 0.39,66.78 \scriptsize $\pm$ 1.08,62.51 \scriptsize $\pm$ 1.39,69.04 \scriptsize $\pm$ 0.41,58.87 \scriptsize $\pm$ 1.23,66.41 \scriptsize $\pm$ 1.29,57.65 \scriptsize $\pm$ 1.89,61.26 \scriptsize $\pm$ 1.22,66.69 \scriptsize $\pm$ 0.57,47.19 \scriptsize $\pm$ 1.23,73.21 \scriptsize $\pm$ 0.77,76.64 \scriptsize $\pm$ 0.51,63.24 \scriptsize $\pm$ 0.86,least_same_script_5,xquad,"[42, 66, 17, 23]","[63.485083988800106, 62.53388822169003, 64.35116975349075, 62.595614667259724]",0.25082269252767875,0.7239838592356207,0.9363123886013437
51.10 \scriptsize $\pm$ 0.72,65.70 \scriptsize $\pm$ 0.60,61.87 \scriptsize $\pm$ 0.87,67.72 \scriptsize $\pm$ 1.28,57.85 \scriptsize $\pm$ 0.32,65.57 \scriptsize $\pm$ 0.39,57.71 \scriptsize $\pm$ 1.47,60.49 \scriptsize $\pm$ 0.86,66.22 \scriptsize $\pm$ 0.53,46.73 \scriptsize $\pm$ 0.73,72.79 \scriptsize $\pm$ 0.62,76.11 \scriptsize $\pm$ 0.52,62.49 \scriptsize $\pm$ 0.49,least_uriel_en_10,xquad,"[42, 66, 17, 23]","[61.95215582488737, 63.12155304000624, 62.578038252369794, 62.30546923470595]",0.5909941239530034,0.09976849705729608,0.06361597727941709
51.79 \scriptsize $\pm$ 0.43,66.35 \scriptsize $\pm$ 1.36,62.76 \scriptsize $\pm$ 0.45,67.95 \scriptsize $\pm$ 0.88,59.72 \scriptsize $\pm$ 1.42,66.32 \scriptsize $\pm$ 0.67,59.64 \scriptsize $\pm$ 0.71,61.67 \scriptsize $\pm$ 0.82,66.02 \scriptsize $\pm$ 0.94,47.64 \scriptsize $\pm$ 0.83,73.14 \scriptsize $\pm$ 0.49,76.78 \scriptsize $\pm$ 0.45,63.31 \scriptsize $\pm$ 0.65,least_uriel_en_20,xquad,"[42, 66, 17, 23]","[64.17473758596945, 63.26899436525474, 62.59779968609968, 63.21800795589829]",0.2976713332739402,0.5565138441015564,0.8692480333510143
50.65 \scriptsize $\pm$ 0.63,65.68 \scriptsize $\pm$ 0.44,61.93 \scriptsize $\pm$ 1.05,68.44 \scriptsize $\pm$ 0.53,58.47 \scriptsize $\pm$ 1.51,66.07 \scriptsize $\pm$ 0.83,58.57 \scriptsize $\pm$ 1.40,60.28 \scriptsize $\pm$ 0.34,66.27 \scriptsize $\pm$ 0.46,47.13 \scriptsize $\pm$ 0.42,72.79 \scriptsize $\pm$ 0.76,76.70 \scriptsize $\pm$ 0.27,62.75 \scriptsize $\pm$ 0.18,least_uriel_en_40,xquad,"[42, 66, 17, 23]","[62.84484575502228, 62.950242703282434, 62.582533364097166, 62.6132514906623]",0.46004797224707056,0.08776296577476146,0.3529708881289042
52.14 \scriptsize $\pm$ 1.37,66.26 \scriptsize $\pm$ 1.73,63.06 \scriptsize $\pm$ 1.15,68.44 \scriptsize $\pm$ 1.28,58.03 \scriptsize $\pm$ 1.81,66.38 \scriptsize $\pm$ 1.18,58.10 \scriptsize $\pm$ 2.52,60.99 \scriptsize $\pm$ 1.25,66.78 \scriptsize $\pm$ 1.02,47.73 \scriptsize $\pm$ 1.29,73.26 \scriptsize $\pm$ 1.16,76.69 \scriptsize $\pm$ 0.77,63.15 \scriptsize $\pm$ 1.24,least_uriel_en_5,xquad,"[42, 66, 17, 23]","[62.28051709752913, 62.96420026117685, 64.9681320570561, 62.40684848530668]",0.17345181837590704,0.7164589882151388,0.9406753706654923
51.50 \scriptsize $\pm$ 1.01,67.32 \scriptsize $\pm$ 1.47,63.16 \scriptsize $\pm$ 0.94,69.31 \scriptsize $\pm$ 1.15,59.13 \scriptsize $\pm$ 2.03,66.57 \scriptsize $\pm$ 1.40,59.99 \scriptsize $\pm$ 1.76,61.56 \scriptsize $\pm$ 1.77,67.38 \scriptsize $\pm$ 0.67,47.73 \scriptsize $\pm$ 1.26,73.51 \scriptsize $\pm$ 0.62,77.12 \scriptsize $\pm$ 0.59,63.69 \scriptsize $\pm$ 1.14,most_distinct_script_10,xquad,"[42, 66, 17, 23]","[64.77715967550995, 63.364073338295135, 64.39359582750123, 62.226442360898005]",0.20763349860352992,0.8548971180012277,0.5788163114423434
50.60 \scriptsize $\pm$ 0.70,67.61 \scriptsize $\pm$ 0.68,62.56 \scriptsize $\pm$ 0.72,69.02 \scriptsize $\pm$ 0.22,58.81 \scriptsize $\pm$ 1.04,66.77 \scriptsize $\pm$ 0.51,59.20 \scriptsize $\pm$ 0.24,61.36 \scriptsize $\pm$ 0.34,67.39 \scriptsize $\pm$ 0.41,46.77 \scriptsize $\pm$ 0.23,72.96 \scriptsize $\pm$ 0.91,77.16 \scriptsize $\pm$ 0.42,63.35 \scriptsize $\pm$ 0.37,most_distinct_script_18,xquad,"[42, 66, 17, 23]","[63.81498713246327, 63.05710827577385, 63.06141709595597, 63.47371684508565]",0.22386893612123804,0.5839550917374073,0.7863884762978988
50.31 \scriptsize $\pm$ 1.36,66.27 \scriptsize $\pm$ 1.55,62.62 \scriptsize $\pm$ 1.39,68.98 \scriptsize $\pm$ 0.44,57.48 \scriptsize $\pm$ 1.37,65.88 \scriptsize $\pm$ 1.28,57.71 \scriptsize $\pm$ 1.64,61.45 \scriptsize $\pm$ 0.86,66.69 \scriptsize $\pm$ 1.21,46.58 \scriptsize $\pm$ 0.88,72.97 \scriptsize $\pm$ 1.18,76.60 \scriptsize $\pm$ 0.58,62.80 \scriptsize $\pm$ 0.98,most_distinct_script_5,xquad,"[42, 66, 17, 23]","[61.5452427571579, 62.71054589493636, 63.021897405214126, 63.905513891362375]",0.3717210601273367,0.25845274613702024,0.30060041534330917
49.79 \scriptsize $\pm$ 0.75,66.71 \scriptsize $\pm$ 0.89,61.53 \scriptsize $\pm$ 0.66,69.57 \scriptsize $\pm$ 0.28,58.18 \scriptsize $\pm$ 1.29,65.45 \scriptsize $\pm$ 0.83,58.52 \scriptsize $\pm$ 1.28,60.33 \scriptsize $\pm$ 0.49,65.30 \scriptsize $\pm$ 1.29,47.46 \scriptsize $\pm$ 1.00,72.48 \scriptsize $\pm$ 0.96,76.93 \scriptsize $\pm$ 0.67,62.69 \scriptsize $\pm$ 0.71,most_family_en_10,xquad,"[42, 66, 17, 23]","[62.6645121554052, 62.73633145367248, 63.541758076204665, 61.80494983784712]",0.49492012639166055,0.30149841131926064,0.3337890685471605
49.66 \scriptsize $\pm$ 1.58,66.03 \scriptsize $\pm$ 1.06,60.78 \scriptsize $\pm$ 1.84,68.34 \scriptsize $\pm$ 1.19,57.92 \scriptsize $\pm$ 2.25,64.88 \scriptsize $\pm$ 1.27,56.58 \scriptsize $\pm$ 2.82,60.29 \scriptsize $\pm$ 2.10,64.73 \scriptsize $\pm$ 1.14,46.73 \scriptsize $\pm$ 1.18,71.93 \scriptsize $\pm$ 1.11,76.36 \scriptsize $\pm$ 0.87,62.02 \scriptsize $\pm$ 1.37,most_family_en_20,xquad,"[42, 66, 17, 23]","[63.40698518072232, 61.63469553912039, 62.7491879421249, 60.28880742095418]",0.7879644548339072,0.2022683974562781,0.29110506986555346
50.93 \scriptsize $\pm$ 0.64,66.10 \scriptsize $\pm$ 1.62,61.35 \scriptsize $\pm$ 1.01,68.75 \scriptsize $\pm$ 1.33,58.44 \scriptsize $\pm$ 2.02,65.98 \scriptsize $\pm$ 0.63,58.21 \scriptsize $\pm$ 1.84,61.18 \scriptsize $\pm$ 1.60,64.85 \scriptsize $\pm$ 1.13,47.55 \scriptsize $\pm$ 0.92,72.50 \scriptsize $\pm$ 0.89,76.69 \scriptsize $\pm$ 0.54,62.71 \scriptsize $\pm$ 1.05,most_family_en_25,xquad,"[42, 66, 17, 23]","[63.883672555683496, 61.66697526033598, 63.29278549791153, 61.99597313589866]",0.6903284956705644,0.3517652418576316,0.5873102630821684
50.18 \scriptsize $\pm$ 1.09,66.00 \scriptsize $\pm$ 1.50,61.43 \scriptsize $\pm$ 1.97,68.16 \scriptsize $\pm$ 1.36,57.77 \scriptsize $\pm$ 1.59,65.52 \scriptsize $\pm$ 2.05,57.87 \scriptsize $\pm$ 2.19,60.60 \scriptsize $\pm$ 2.02,63.93 \scriptsize $\pm$ 1.40,46.69 \scriptsize $\pm$ 0.97,72.34 \scriptsize $\pm$ 1.41,76.56 \scriptsize $\pm$ 0.94,62.26 \scriptsize $\pm$ 1.42,most_family_en_5,xquad,"[42, 66, 17, 23]","[60.8824791313323, 63.12814213989686, 63.78141765034931, 61.22886936420988]",0.8901452403622281,0.2832774464814365,0.14407529154010482
49.94 \scriptsize $\pm$ 0.82,64.70 \scriptsize $\pm$ 1.03,60.52 \scriptsize $\pm$ 1.46,67.31 \scriptsize $\pm$ 0.36,56.90 \scriptsize $\pm$ 1.33,64.56 \scriptsize $\pm$ 1.13,56.45 \scriptsize $\pm$ 1.07,59.39 \scriptsize $\pm$ 0.82,64.35 \scriptsize $\pm$ 1.18,46.37 \scriptsize $\pm$ 0.39,71.23 \scriptsize $\pm$ 1.13,75.99 \scriptsize $\pm$ 0.49,61.48 \scriptsize $\pm$ 0.76,most_same_script_10,xquad,"[42, 66, 17, 23]","[60.365610813534026, 61.77201146155766, 62.10238727586451, 61.66511741990714]",0.021962524633871813,0.03809596299236407,6.81321375408805e-06
50.77 \scriptsize $\pm$ 0.76,65.15 \scriptsize $\pm$ 0.57,61.85 \scriptsize $\pm$ 0.64,67.56 \scriptsize $\pm$ 0.63,57.86 \scriptsize $\pm$ 1.38,65.76 \scriptsize $\pm$ 0.34,57.00 \scriptsize $\pm$ 0.37,60.26 \scriptsize $\pm$ 0.07,65.49 \scriptsize $\pm$ 1.09,47.37 \scriptsize $\pm$ 0.77,72.04 \scriptsize $\pm$ 1.26,76.19 \scriptsize $\pm$ 0.30,62.28 \scriptsize $\pm$ 0.56,most_same_script_20,xquad,"[42, 66, 17, 23]","[62.17099339700368, 61.522063391924384, 62.65286259608212, 62.76005530409003]",0.9636179040238388,0.07009753361825163,0.12267472469781565
49.70 \scriptsize $\pm$ 1.95,64.55 \scriptsize $\pm$ 2.20,60.04 \scriptsize $\pm$ 2.23,67.49 \scriptsize $\pm$ 0.64,57.94 \scriptsize $\pm$ 1.42,65.01 \scriptsize $\pm$ 0.99,56.90 \scriptsize $\pm$ 1.75,59.34 \scriptsize $\pm$ 2.05,64.60 \scriptsize $\pm$ 0.96,46.22 \scriptsize $\pm$ 1.38,71.76 \scriptsize $\pm$ 0.63,76.21 \scriptsize $\pm$ 0.64,61.65 \scriptsize $\pm$ 1.32,most_same_script_41,xquad,"[42, 66, 17, 23]","[63.15421109716723, 62.32438092674489, 60.290695549805356, 60.815172995295434]",0.5713357507269946,0.058151916976370684,0.21076582231527505
50.48 \scriptsize $\pm$ 0.53,66.51 \scriptsize $\pm$ 1.08,61.62 \scriptsize $\pm$ 1.09,68.38 \scriptsize $\pm$ 1.07,57.32 \scriptsize $\pm$ 0.83,66.12 \scriptsize $\pm$ 1.31,58.48 \scriptsize $\pm$ 1.89,60.76 \scriptsize $\pm$ 1.26,65.47 \scriptsize $\pm$ 0.55,47.34 \scriptsize $\pm$ 0.33,72.75 \scriptsize $\pm$ 1.40,76.67 \scriptsize $\pm$ 1.09,62.66 \scriptsize $\pm$ 0.91,most_same_script_5,xquad,"[42, 66, 17, 23]","[61.32978575193625, 63.35087434029944, 63.08603668688505, 62.86523496853664]",0.08398833652447561,0.24241149870735468,0.030308229955410167
50.13 \scriptsize $\pm$ 1.45,65.93 \scriptsize $\pm$ 1.66,62.18 \scriptsize $\pm$ 1.17,68.24 \scriptsize $\pm$ 1.18,58.49 \scriptsize $\pm$ 1.55,66.37 \scriptsize $\pm$ 0.50,59.27 \scriptsize $\pm$ 1.09,60.85 \scriptsize $\pm$ 1.50,65.46 \scriptsize $\pm$ 0.81,46.77 \scriptsize $\pm$ 0.93,72.49 \scriptsize $\pm$ 1.10,76.97 \scriptsize $\pm$ 0.53,62.76 \scriptsize $\pm$ 0.86,most_uriel_en_10,xquad,"[42, 66, 17, 23]","[63.351884175979386, 61.96790853485084, 63.641990160927726, 62.09560396726917]",0.5808407545913409,0.3603666747115017,0.5449152529828979
50.27 \scriptsize $\pm$ 0.61,65.96 \scriptsize $\pm$ 1.56,61.88 \scriptsize $\pm$ 1.35,68.25 \scriptsize $\pm$ 0.58,58.60 \scriptsize $\pm$ 1.42,66.49 \scriptsize $\pm$ 0.65,58.60 \scriptsize $\pm$ 1.84,60.79 \scriptsize $\pm$ 1.73,65.97 \scriptsize $\pm$ 0.94,47.02 \scriptsize $\pm$ 0.92,72.22 \scriptsize $\pm$ 1.06,76.73 \scriptsize $\pm$ 0.62,62.73 \scriptsize $\pm$ 0.93,most_uriel_en_20,xquad,"[42, 66, 17, 23]","[62.40618939000006, 62.46119267405107, 64.08509986311778, 61.97608881573416]",0.45403070004049656,0.38608077267838087,0.3747515883256192
50.59 \scriptsize $\pm$ 0.46,65.46 \scriptsize $\pm$ 0.75,60.85 \scriptsize $\pm$ 0.51,68.21 \scriptsize $\pm$ 0.34,58.26 \scriptsize $\pm$ 1.10,65.87 \scriptsize $\pm$ 0.28,57.93 \scriptsize $\pm$ 0.39,60.03 \scriptsize $\pm$ 1.09,65.38 \scriptsize $\pm$ 1.02,46.82 \scriptsize $\pm$ 1.11,71.45 \scriptsize $\pm$ 0.53,76.40 \scriptsize $\pm$ 0.15,62.27 \scriptsize $\pm$ 0.35,most_uriel_en_40,xquad,"[42, 66, 17, 23]","[62.47517166702551, 62.00203132981731, 62.64821620124849, 61.95156081910222]",0.9505161188236251,0.07827224797267125,0.12100788183352806
50.21 \scriptsize $\pm$ 0.82,66.29 \scriptsize $\pm$ 1.55,61.85 \scriptsize $\pm$ 1.00,68.60 \scriptsize $\pm$ 0.72,58.57 \scriptsize $\pm$ 0.90,66.05 \scriptsize $\pm$ 0.81,59.21 \scriptsize $\pm$ 0.64,61.14 \scriptsize $\pm$ 0.70,65.66 \scriptsize $\pm$ 0.28,47.45 \scriptsize $\pm$ 0.78,72.78 \scriptsize $\pm$ 0.67,76.90 \scriptsize $\pm$ 0.37,62.89 \scriptsize $\pm$ 0.57,most_uriel_en_5,xquad,"[42, 66, 17, 23]","[62.09872625501962, 63.38619379555036, 63.222204430167785, 62.858156041748856]",0.07641221411223337,0.28690835691245825,0.09869348257887009
50.87 \scriptsize $\pm$ 1.44,65.03 \scriptsize $\pm$ 0.62,60.93 \scriptsize $\pm$ 1.47,67.58 \scriptsize $\pm$ 0.49,57.48 \scriptsize $\pm$ 1.41,64.87 \scriptsize $\pm$ 0.83,57.40 \scriptsize $\pm$ 1.54,60.04 \scriptsize $\pm$ 0.16,65.03 \scriptsize $\pm$ 1.41,46.86 \scriptsize $\pm$ 0.53,71.02 \scriptsize $\pm$ 0.84,76.30 \scriptsize $\pm$ 0.55,61.95 \scriptsize $\pm$ 0.72,random_langs_with_seed_10,xquad,"[42, 66, 17, 23]","[61.72121802520957, 63.00095045973875, 61.743892948452164, 61.34040149688573]",0.4878948546928629,0.05204932593094237,0.0696712149837316
50.71 \scriptsize $\pm$ 0.91,66.38 \scriptsize $\pm$ 0.47,62.02 \scriptsize $\pm$ 1.45,68.03 \scriptsize $\pm$ 0.67,58.79 \scriptsize $\pm$ 0.81,66.09 \scriptsize $\pm$ 0.48,58.51 \scriptsize $\pm$ 1.42,60.58 \scriptsize $\pm$ 0.94,66.02 \scriptsize $\pm$ 1.29,47.57 \scriptsize $\pm$ 0.75,72.29 \scriptsize $\pm$ 0.38,76.65 \scriptsize $\pm$ 0.29,62.80 \scriptsize $\pm$ 0.51,random_langs_with_seed_20,xquad,"[42, 66, 17, 23]","[63.447967304695055, 62.821641925003945, 62.19804102058433, 62.742436014819994]",0.5458837034477144,0.07931297517525263,0.5658978828601705
50.58 \scriptsize $\pm$ 1.56,65.38 \scriptsize $\pm$ 0.94,61.10 \scriptsize $\pm$ 1.20,68.22 \scriptsize $\pm$ 0.62,58.72 \scriptsize $\pm$ 1.67,65.80 \scriptsize $\pm$ 0.69,58.38 \scriptsize $\pm$ 1.79,60.33 \scriptsize $\pm$ 0.95,65.53 \scriptsize $\pm$ 0.69,46.95 \scriptsize $\pm$ 0.42,71.94 \scriptsize $\pm$ 0.78,76.41 \scriptsize $\pm$ 0.38,62.45 \scriptsize $\pm$ 0.73,random_langs_with_seed_40,xquad,"[42, 66, 17, 23]","[63.09907782111057, 62.99078706921517, 62.12780058919609, 61.562455689158014]",0.8543964173407869,0.12733065988768988,0.32475008334795485
50.09 \scriptsize $\pm$ 0.77,64.88 \scriptsize $\pm$ 1.09,60.71 \scriptsize $\pm$ 0.21,67.64 \scriptsize $\pm$ 1.00,56.92 \scriptsize $\pm$ 1.36,65.68 \scriptsize $\pm$ 0.40,56.87 \scriptsize $\pm$ 1.14,59.09 \scriptsize $\pm$ 1.43,65.49 \scriptsize $\pm$ 0.21,46.61 \scriptsize $\pm$ 0.63,71.53 \scriptsize $\pm$ 1.23,76.09 \scriptsize $\pm$ 0.54,61.80 \scriptsize $\pm$ 0.52,random_langs_with_seed_5,xquad,"[42, 66, 17, 23]","[61.784282396508864, 61.99608825513152, 61.10046535914676, 62.318589891213385]",0.47485176473845325,0.0002005952076906634,0.06433764301585042
50.44 \scriptsize $\pm$ 0.98,64.55 \scriptsize $\pm$ 1.47,61.67 \scriptsize $\pm$ 0.74,67.92 \scriptsize $\pm$ 0.74,58.17 \scriptsize $\pm$ 1.26,65.87 \scriptsize $\pm$ 1.28,57.53 \scriptsize $\pm$ 1.73,60.70 \scriptsize $\pm$ 1.14,65.58 \scriptsize $\pm$ 1.27,47.08 \scriptsize $\pm$ 1.04,71.62 \scriptsize $\pm$ 1.44,76.55 \scriptsize $\pm$ 0.53,62.31 \scriptsize $\pm$ 1.00,xt_afri,xquad,"[42, 66, 17, 23]","[60.94477927543977, 63.09375407809958, 63.03323656674638, 62.155240597026925]",-1.0,0.17854182982995068,0.018329069463679553
51.38 \scriptsize $\pm$ 0.87,67.19 \scriptsize $\pm$ 1.07,62.90 \scriptsize $\pm$ 1.32,68.61 \scriptsize $\pm$ 1.13,59.88 \scriptsize $\pm$ 0.81,66.99 \scriptsize $\pm$ 0.46,59.66 \scriptsize $\pm$ 1.01,61.20 \scriptsize $\pm$ 0.68,66.91 \scriptsize $\pm$ 1.42,47.78 \scriptsize $\pm$ 0.53,72.61 \scriptsize $\pm$ 0.83,77.18 \scriptsize $\pm$ 0.45,63.53 \scriptsize $\pm$ 0.65,xt_only,xquad,"[42, 66, 17, 23]","[63.62070199249818, 63.65631472417302, 62.63718890463142, 64.1869480542082]",0.17854182982995068,-1.0,0.5937638088501039
