final_eval_af_accuracy,final_eval_ar_accuracy,final_eval_bg_accuracy,final_eval_de_accuracy,final_eval_el_accuracy,final_eval_es_accuracy,final_eval_et_accuracy,final_eval_eu_accuracy,final_eval_fa_accuracy,final_eval_fi_accuracy,final_eval_fr_accuracy,final_eval_he_accuracy,final_eval_hi_accuracy,final_eval_hu_accuracy,final_eval_id_accuracy,final_eval_it_accuracy,final_eval_ja_accuracy,final_eval_kk_accuracy,final_eval_ko_accuracy,final_eval_lt_accuracy,final_eval_mr_accuracy,final_eval_nl_accuracy,final_eval_pl_accuracy,final_eval_pt_accuracy,final_eval_ro_accuracy,final_eval_ru_accuracy,final_eval_ta_accuracy,final_eval_te_accuracy,final_eval_th_accuracy,final_eval_tl_accuracy,final_eval_tr_accuracy,final_eval_uk_accuracy,final_eval_ur_accuracy,final_eval_vi_accuracy,final_eval_zh_accuracy,final_eval_bam_accuracy,final_eval_ewe_accuracy,final_eval_fon_accuracy,final_eval_hau_accuracy,final_eval_ibo_accuracy,final_eval_kin_accuracy,final_eval_lug_accuracy,final_eval_luo_accuracy,final_eval_mos_accuracy,final_eval_nya_accuracy,final_eval_sna_accuracy,final_eval_swa_accuracy,final_eval_tsn_accuracy,final_eval_twi_accuracy,final_eval_wol_accuracy,final_eval_xho_accuracy,final_eval_yor_accuracy,final_eval_zul_accuracy,final_eval_same_accuracy,final_eval_avg_performance,exp,task,seeds,list_final_avg,p_val_xt_afri,p_val_xt_only,p_val_afri_only
86.55 \scriptsize $\pm$ 0.30,66.90 \scriptsize $\pm$ 1.35,87.54 \scriptsize $\pm$ 0.29,88.07 \scriptsize $\pm$ 0.48,85.96 \scriptsize $\pm$ 1.05,88.36 \scriptsize $\pm$ 0.27,81.83 \scriptsize $\pm$ 0.37,68.71 \scriptsize $\pm$ 0.58,75.43 \scriptsize $\pm$ 0.81,80.65 \scriptsize $\pm$ 0.17,85.56 \scriptsize $\pm$ 0.43,81.37 \scriptsize $\pm$ 0.42,67.59 \scriptsize $\pm$ 2.55,82.06 \scriptsize $\pm$ 0.57,84.69 \scriptsize $\pm$ 0.24,89.85 \scriptsize $\pm$ 0.19,48.10 \scriptsize $\pm$ 1.35,76.32 \scriptsize $\pm$ 1.25,63.80 \scriptsize $\pm$ 0.47,79.70 \scriptsize $\pm$ 0.22,72.57 \scriptsize $\pm$ 1.39,89.76 \scriptsize $\pm$ 0.20,83.85 \scriptsize $\pm$ 0.35,89.67 \scriptsize $\pm$ 0.20,82.23 \scriptsize $\pm$ 0.45,88.78 \scriptsize $\pm$ 0.16,72.55 \scriptsize $\pm$ 1.00,77.84 \scriptsize $\pm$ 2.09,47.60 \scriptsize $\pm$ 3.15,60.73 \scriptsize $\pm$ 0.68,72.68 \scriptsize $\pm$ 0.78,85.64 \scriptsize $\pm$ 0.52,61.83 \scriptsize $\pm$ 2.03,61.50 \scriptsize $\pm$ 0.42,70.28 \scriptsize $\pm$ 0.46,32.35 \scriptsize $\pm$ 1.58,32.97 \scriptsize $\pm$ 0.17,20.24 \scriptsize $\pm$ 0.70,36.24 \scriptsize $\pm$ 1.50,31.02 \scriptsize $\pm$ 3.08,30.24 \scriptsize $\pm$ 0.56,33.06 \scriptsize $\pm$ 1.56,30.20 \scriptsize $\pm$ 0.71,34.04 \scriptsize $\pm$ 1.48,33.35 \scriptsize $\pm$ 1.22,34.35 \scriptsize $\pm$ 1.07,52.25 \scriptsize $\pm$ 0.96,27.56 \scriptsize $\pm$ 1.36,28.12 \scriptsize $\pm$ 1.20,30.58 \scriptsize $\pm$ 1.64,40.71 \scriptsize $\pm$ 0.84,33.49 \scriptsize $\pm$ 0.60,35.50 \scriptsize $\pm$ 0.93,96.01 \scriptsize $\pm$ 0.04,62.57 \scriptsize $\pm$ 0.33,least_uriel_en_5,xtreme_r.udpos,"[42, 66, 17, 23]","[62.904805796810884, 62.125637386113034, 62.57377084329058, 62.6784976378129]",0.00010046670156254955,0.0016730167632944743,0.0001997472941997708
87.76 \scriptsize $\pm$ 0.50,63.98 \scriptsize $\pm$ 1.15,88.22 \scriptsize $\pm$ 0.16,88.54 \scriptsize $\pm$ 0.36,84.91 \scriptsize $\pm$ 0.94,88.39 \scriptsize $\pm$ 0.33,82.35 \scriptsize $\pm$ 0.34,71.99 \scriptsize $\pm$ 0.24,73.17 \scriptsize $\pm$ 0.96,81.18 \scriptsize $\pm$ 0.23,85.12 \scriptsize $\pm$ 0.25,79.65 \scriptsize $\pm$ 0.46,69.26 \scriptsize $\pm$ 1.84,82.27 \scriptsize $\pm$ 0.72,84.70 \scriptsize $\pm$ 0.39,89.39 \scriptsize $\pm$ 0.22,53.17 \scriptsize $\pm$ 2.02,79.75 \scriptsize $\pm$ 0.18,63.76 \scriptsize $\pm$ 0.31,80.94 \scriptsize $\pm$ 0.43,77.35 \scriptsize $\pm$ 1.61,90.00 \scriptsize $\pm$ 0.11,83.86 \scriptsize $\pm$ 0.34,89.45 \scriptsize $\pm$ 0.26,79.84 \scriptsize $\pm$ 0.90,88.84 \scriptsize $\pm$ 0.28,71.68 \scriptsize $\pm$ 1.13,79.37 \scriptsize $\pm$ 0.95,60.73 \scriptsize $\pm$ 0.59,62.40 \scriptsize $\pm$ 0.92,74.82 \scriptsize $\pm$ 0.53,85.30 \scriptsize $\pm$ 0.43,63.43 \scriptsize $\pm$ 1.91,62.81 \scriptsize $\pm$ 0.80,70.24 \scriptsize $\pm$ 0.79,27.37 \scriptsize $\pm$ 3.83,31.88 \scriptsize $\pm$ 1.97,21.77 \scriptsize $\pm$ 2.39,33.00 \scriptsize $\pm$ 3.23,28.30 \scriptsize $\pm$ 2.13,26.83 \scriptsize $\pm$ 1.79,28.37 \scriptsize $\pm$ 3.06,27.52 \scriptsize $\pm$ 3.59,32.16 \scriptsize $\pm$ 2.28,25.42 \scriptsize $\pm$ 2.69,28.98 \scriptsize $\pm$ 3.38,54.29 \scriptsize $\pm$ 0.46,24.60 \scriptsize $\pm$ 3.34,23.96 \scriptsize $\pm$ 1.54,26.79 \scriptsize $\pm$ 2.77,33.97 \scriptsize $\pm$ 1.09,34.40 \scriptsize $\pm$ 1.36,29.55 \scriptsize $\pm$ 2.06,96.04 \scriptsize $\pm$ 0.03,62.11 \scriptsize $\pm$ 0.87,most_distinct_script_10,xtreme_r.udpos,"[42, 66, 17, 23]","[62.712032805146976, 60.92049477177494, 62.79291566934215, 62.00824438225725]",0.001014732062649143,0.010925075005279387,0.0024550279130877276
87.41 \scriptsize $\pm$ 0.78,64.95 \scriptsize $\pm$ 1.25,88.55 \scriptsize $\pm$ 0.31,88.08 \scriptsize $\pm$ 0.51,85.18 \scriptsize $\pm$ 1.22,88.56 \scriptsize $\pm$ 0.36,83.29 \scriptsize $\pm$ 0.26,71.45 \scriptsize $\pm$ 0.69,73.89 \scriptsize $\pm$ 0.70,81.77 \scriptsize $\pm$ 0.18,85.37 \scriptsize $\pm$ 0.26,80.63 \scriptsize $\pm$ 0.98,69.35 \scriptsize $\pm$ 2.84,82.41 \scriptsize $\pm$ 0.14,84.84 \scriptsize $\pm$ 0.26,89.42 \scriptsize $\pm$ 0.38,52.08 \scriptsize $\pm$ 0.95,79.36 \scriptsize $\pm$ 0.38,63.72 \scriptsize $\pm$ 0.36,81.62 \scriptsize $\pm$ 0.47,76.25 \scriptsize $\pm$ 0.88,89.98 \scriptsize $\pm$ 0.10,84.62 \scriptsize $\pm$ 0.41,89.50 \scriptsize $\pm$ 0.27,80.15 \scriptsize $\pm$ 0.27,89.17 \scriptsize $\pm$ 0.18,70.61 \scriptsize $\pm$ 2.62,80.69 \scriptsize $\pm$ 1.06,59.98 \scriptsize $\pm$ 1.16,63.33 \scriptsize $\pm$ 0.41,75.11 \scriptsize $\pm$ 0.36,85.99 \scriptsize $\pm$ 0.32,65.08 \scriptsize $\pm$ 2.55,61.77 \scriptsize $\pm$ 0.84,69.83 \scriptsize $\pm$ 1.24,30.15 \scriptsize $\pm$ 2.69,32.23 \scriptsize $\pm$ 1.85,22.28 \scriptsize $\pm$ 2.87,35.02 \scriptsize $\pm$ 0.57,30.14 \scriptsize $\pm$ 3.81,29.38 \scriptsize $\pm$ 2.16,31.75 \scriptsize $\pm$ 3.04,30.98 \scriptsize $\pm$ 1.88,33.23 \scriptsize $\pm$ 1.26,30.93 \scriptsize $\pm$ 3.66,32.94 \scriptsize $\pm$ 2.59,54.19 \scriptsize $\pm$ 0.68,25.12 \scriptsize $\pm$ 2.15,25.39 \scriptsize $\pm$ 2.53,28.36 \scriptsize $\pm$ 2.30,35.78 \scriptsize $\pm$ 2.87,33.55 \scriptsize $\pm$ 2.91,30.74 \scriptsize $\pm$ 1.71,95.98 \scriptsize $\pm$ 0.01,62.82 \scriptsize $\pm$ 0.74,most_distinct_script_18,xtreme_r.udpos,"[42, 66, 17, 23]","[62.85719439364543, 61.99689952806257, 62.62915329744799, 63.78617964980312]",0.0007304188266232279,0.003501623613498252,0.005451774019637028
88.04 \scriptsize $\pm$ 0.60,64.97 \scriptsize $\pm$ 0.90,88.03 \scriptsize $\pm$ 0.21,87.92 \scriptsize $\pm$ 0.70,85.39 \scriptsize $\pm$ 0.72,88.47 \scriptsize $\pm$ 0.19,82.44 \scriptsize $\pm$ 0.59,71.72 \scriptsize $\pm$ 0.77,73.44 \scriptsize $\pm$ 0.70,81.12 \scriptsize $\pm$ 0.21,85.05 \scriptsize $\pm$ 0.26,80.55 \scriptsize $\pm$ 0.48,71.93 \scriptsize $\pm$ 3.01,82.46 \scriptsize $\pm$ 0.75,84.54 \scriptsize $\pm$ 0.20,89.62 \scriptsize $\pm$ 0.09,53.51 \scriptsize $\pm$ 0.82,79.55 \scriptsize $\pm$ 0.57,63.63 \scriptsize $\pm$ 0.31,80.43 \scriptsize $\pm$ 0.38,78.68 \scriptsize $\pm$ 1.37,90.12 \scriptsize $\pm$ 0.13,84.19 \scriptsize $\pm$ 0.40,89.39 \scriptsize $\pm$ 0.25,79.74 \scriptsize $\pm$ 0.25,88.31 \scriptsize $\pm$ 0.58,74.34 \scriptsize $\pm$ 0.59,79.68 \scriptsize $\pm$ 1.57,58.99 \scriptsize $\pm$ 0.60,61.40 \scriptsize $\pm$ 1.42,74.87 \scriptsize $\pm$ 0.30,85.11 \scriptsize $\pm$ 0.91,65.41 \scriptsize $\pm$ 3.29,62.35 \scriptsize $\pm$ 0.48,69.66 \scriptsize $\pm$ 0.93,25.84 \scriptsize $\pm$ 2.92,29.95 \scriptsize $\pm$ 1.45,19.56 \scriptsize $\pm$ 1.30,31.33 \scriptsize $\pm$ 1.71,28.61 \scriptsize $\pm$ 2.56,25.85 \scriptsize $\pm$ 1.97,25.51 \scriptsize $\pm$ 1.64,25.82 \scriptsize $\pm$ 1.73,31.41 \scriptsize $\pm$ 1.72,22.95 \scriptsize $\pm$ 1.55,26.06 \scriptsize $\pm$ 2.97,53.04 \scriptsize $\pm$ 1.09,21.39 \scriptsize $\pm$ 0.92,23.65 \scriptsize $\pm$ 2.45,24.20 \scriptsize $\pm$ 2.32,33.72 \scriptsize $\pm$ 0.95,35.38 \scriptsize $\pm$ 1.19,28.85 \scriptsize $\pm$ 1.05,96.02 \scriptsize $\pm$ 0.03,61.74 \scriptsize $\pm$ 0.66,most_distinct_script_5,xtreme_r.udpos,"[42, 66, 17, 23]","[61.04573182881096, 61.40947123357495, 62.566643503065094, 61.9567105555594]",0.00023818335049522336,0.004042463150158882,0.0016606308837420823
87.45 \scriptsize $\pm$ 0.23,65.02 \scriptsize $\pm$ 0.61,88.49 \scriptsize $\pm$ 0.55,87.88 \scriptsize $\pm$ 0.08,85.10 \scriptsize $\pm$ 0.52,88.67 \scriptsize $\pm$ 0.23,79.46 \scriptsize $\pm$ 0.64,69.40 \scriptsize $\pm$ 0.48,73.57 \scriptsize $\pm$ 0.71,79.32 \scriptsize $\pm$ 0.58,85.86 \scriptsize $\pm$ 0.12,80.43 \scriptsize $\pm$ 0.71,71.18 \scriptsize $\pm$ 2.63,81.89 \scriptsize $\pm$ 0.22,85.11 \scriptsize $\pm$ 0.30,89.32 \scriptsize $\pm$ 0.18,52.79 \scriptsize $\pm$ 1.81,79.11 \scriptsize $\pm$ 0.56,63.08 \scriptsize $\pm$ 0.40,79.34 \scriptsize $\pm$ 0.30,75.51 \scriptsize $\pm$ 1.53,89.82 \scriptsize $\pm$ 0.09,83.66 \scriptsize $\pm$ 0.72,89.62 \scriptsize $\pm$ 0.07,79.39 \scriptsize $\pm$ 0.41,88.78 \scriptsize $\pm$ 0.18,72.07 \scriptsize $\pm$ 1.27,78.85 \scriptsize $\pm$ 1.53,51.29 \scriptsize $\pm$ 1.32,61.13 \scriptsize $\pm$ 1.31,74.21 \scriptsize $\pm$ 0.43,85.25 \scriptsize $\pm$ 0.29,65.22 \scriptsize $\pm$ 2.16,61.71 \scriptsize $\pm$ 0.47,68.94 \scriptsize $\pm$ 0.74,33.95 \scriptsize $\pm$ 1.06,39.36 \scriptsize $\pm$ 2.06,23.76 \scriptsize $\pm$ 2.56,36.13 \scriptsize $\pm$ 0.88,36.46 \scriptsize $\pm$ 0.53,34.61 \scriptsize $\pm$ 1.80,38.39 \scriptsize $\pm$ 2.51,33.61 \scriptsize $\pm$ 1.49,36.15 \scriptsize $\pm$ 0.33,41.22 \scriptsize $\pm$ 1.64,38.84 \scriptsize $\pm$ 1.62,50.81 \scriptsize $\pm$ 0.86,35.77 \scriptsize $\pm$ 0.49,27.72 \scriptsize $\pm$ 1.99,31.76 \scriptsize $\pm$ 1.16,44.52 \scriptsize $\pm$ 1.14,32.06 \scriptsize $\pm$ 2.29,39.10 \scriptsize $\pm$ 1.24,95.96 \scriptsize $\pm$ 0.02,63.85 \scriptsize $\pm$ 0.51,most_family_en_10,xtreme_r.udpos,"[42, 66, 17, 23]","[63.66391912488016, 63.25220009711402, 64.43092191812374, 64.06560979184006]",0.0002120260904072094,0.03659087721508401,0.005663099326887632
87.13 \scriptsize $\pm$ 0.43,65.04 \scriptsize $\pm$ 0.39,88.83 \scriptsize $\pm$ 0.36,88.12 \scriptsize $\pm$ 0.41,84.94 \scriptsize $\pm$ 0.85,88.58 \scriptsize $\pm$ 0.15,81.23 \scriptsize $\pm$ 0.39,73.50 \scriptsize $\pm$ 0.81,73.79 \scriptsize $\pm$ 0.49,80.96 \scriptsize $\pm$ 0.12,85.77 \scriptsize $\pm$ 0.19,80.97 \scriptsize $\pm$ 0.70,69.40 \scriptsize $\pm$ 1.21,82.00 \scriptsize $\pm$ 0.39,85.03 \scriptsize $\pm$ 0.30,89.78 \scriptsize $\pm$ 0.26,51.79 \scriptsize $\pm$ 1.65,79.13 \scriptsize $\pm$ 0.20,63.58 \scriptsize $\pm$ 0.26,80.50 \scriptsize $\pm$ 0.32,77.94 \scriptsize $\pm$ 1.10,89.94 \scriptsize $\pm$ 0.16,84.53 \scriptsize $\pm$ 0.29,89.44 \scriptsize $\pm$ 0.20,80.44 \scriptsize $\pm$ 0.28,89.11 \scriptsize $\pm$ 0.10,72.18 \scriptsize $\pm$ 1.42,79.26 \scriptsize $\pm$ 1.00,58.89 \scriptsize $\pm$ 0.58,60.10 \scriptsize $\pm$ 2.78,75.05 \scriptsize $\pm$ 0.21,85.60 \scriptsize $\pm$ 0.24,64.24 \scriptsize $\pm$ 0.89,62.47 \scriptsize $\pm$ 0.55,70.35 \scriptsize $\pm$ 0.63,32.30 \scriptsize $\pm$ 1.25,38.28 \scriptsize $\pm$ 1.20,24.45 \scriptsize $\pm$ 0.79,44.15 \scriptsize $\pm$ 0.91,32.65 \scriptsize $\pm$ 1.70,30.83 \scriptsize $\pm$ 0.89,34.77 \scriptsize $\pm$ 1.38,41.54 \scriptsize $\pm$ 1.32,35.59 \scriptsize $\pm$ 0.61,36.77 \scriptsize $\pm$ 2.03,37.01 \scriptsize $\pm$ 1.38,48.81 \scriptsize $\pm$ 1.51,32.21 \scriptsize $\pm$ 0.52,25.02 \scriptsize $\pm$ 1.16,30.45 \scriptsize $\pm$ 0.93,41.82 \scriptsize $\pm$ 1.26,30.81 \scriptsize $\pm$ 0.85,36.11 \scriptsize $\pm$ 1.20,96.01 \scriptsize $\pm$ 0.03,63.87 \scriptsize $\pm$ 0.18,most_family_en_20,xtreme_r.udpos,"[42, 66, 17, 23]","[63.61443585397834, 64.00525940003664, 63.94400562086422, 63.93627005985601]",0.00026864835146094267,0.009810455931175535,0.0014539590349744915
86.80 \scriptsize $\pm$ 0.40,64.57 \scriptsize $\pm$ 1.15,88.13 \scriptsize $\pm$ 0.44,88.15 \scriptsize $\pm$ 0.48,85.15 \scriptsize $\pm$ 0.78,88.64 \scriptsize $\pm$ 0.50,82.11 \scriptsize $\pm$ 0.14,72.78 \scriptsize $\pm$ 0.55,73.40 \scriptsize $\pm$ 0.41,82.50 \scriptsize $\pm$ 0.28,86.04 \scriptsize $\pm$ 0.37,80.52 \scriptsize $\pm$ 0.86,70.62 \scriptsize $\pm$ 3.03,82.87 \scriptsize $\pm$ 0.66,85.11 \scriptsize $\pm$ 0.45,89.62 \scriptsize $\pm$ 0.23,51.76 \scriptsize $\pm$ 1.63,79.25 \scriptsize $\pm$ 0.42,63.10 \scriptsize $\pm$ 0.50,80.24 \scriptsize $\pm$ 0.38,79.34 \scriptsize $\pm$ 0.97,89.90 \scriptsize $\pm$ 0.20,84.14 \scriptsize $\pm$ 0.32,89.51 \scriptsize $\pm$ 0.33,80.08 \scriptsize $\pm$ 0.73,89.02 \scriptsize $\pm$ 0.19,72.71 \scriptsize $\pm$ 0.51,78.99 \scriptsize $\pm$ 0.62,57.74 \scriptsize $\pm$ 1.04,62.03 \scriptsize $\pm$ 1.42,75.02 \scriptsize $\pm$ 0.18,85.21 \scriptsize $\pm$ 0.12,65.14 \scriptsize $\pm$ 2.32,62.40 \scriptsize $\pm$ 0.48,69.37 \scriptsize $\pm$ 0.45,50.15 \scriptsize $\pm$ 1.80,44.53 \scriptsize $\pm$ 1.92,28.10 \scriptsize $\pm$ 1.18,43.76 \scriptsize $\pm$ 1.16,37.33 \scriptsize $\pm$ 3.31,30.30 \scriptsize $\pm$ 0.86,35.49 \scriptsize $\pm$ 0.69,41.50 \scriptsize $\pm$ 0.99,46.67 \scriptsize $\pm$ 1.31,38.22 \scriptsize $\pm$ 1.88,38.79 \scriptsize $\pm$ 1.49,49.86 \scriptsize $\pm$ 1.63,34.76 \scriptsize $\pm$ 0.94,31.04 \scriptsize $\pm$ 0.94,34.57 \scriptsize $\pm$ 0.63,41.40 \scriptsize $\pm$ 2.39,35.35 \scriptsize $\pm$ 3.02,37.11 \scriptsize $\pm$ 2.57,95.99 \scriptsize $\pm$ 0.04,65.13 \scriptsize $\pm$ 0.37,most_family_en_25,xtreme_r.udpos,"[42, 66, 17, 23]","[64.66149457129895, 65.28627450271232, 65.02700621335255, 65.53500474691235]",0.0029363237748583518,0.7136877752287858,0.09717560775591752
86.46 \scriptsize $\pm$ 0.61,65.16 \scriptsize $\pm$ 0.92,87.77 \scriptsize $\pm$ 0.42,88.10 \scriptsize $\pm$ 0.38,84.97 \scriptsize $\pm$ 0.62,88.71 \scriptsize $\pm$ 0.30,78.36 \scriptsize $\pm$ 0.83,68.03 \scriptsize $\pm$ 0.55,73.59 \scriptsize $\pm$ 0.62,78.12 \scriptsize $\pm$ 0.36,85.75 \scriptsize $\pm$ 0.38,79.86 \scriptsize $\pm$ 0.60,70.71 \scriptsize $\pm$ 2.77,81.99 \scriptsize $\pm$ 0.48,83.38 \scriptsize $\pm$ 0.47,89.19 \scriptsize $\pm$ 0.14,50.22 \scriptsize $\pm$ 1.83,79.08 \scriptsize $\pm$ 0.23,63.27 \scriptsize $\pm$ 0.62,77.79 \scriptsize $\pm$ 0.78,74.85 \scriptsize $\pm$ 1.67,89.72 \scriptsize $\pm$ 0.21,83.21 \scriptsize $\pm$ 0.19,89.37 \scriptsize $\pm$ 0.28,77.72 \scriptsize $\pm$ 0.27,88.25 \scriptsize $\pm$ 0.34,74.04 \scriptsize $\pm$ 0.90,79.54 \scriptsize $\pm$ 1.53,51.17 \scriptsize $\pm$ 0.74,58.01 \scriptsize $\pm$ 0.45,73.63 \scriptsize $\pm$ 0.37,84.45 \scriptsize $\pm$ 0.33,65.29 \scriptsize $\pm$ 2.26,61.48 \scriptsize $\pm$ 0.35,69.15 \scriptsize $\pm$ 0.27,33.14 \scriptsize $\pm$ 2.41,39.16 \scriptsize $\pm$ 0.80,24.39 \scriptsize $\pm$ 0.99,35.28 \scriptsize $\pm$ 0.70,38.04 \scriptsize $\pm$ 2.13,36.55 \scriptsize $\pm$ 1.43,40.01 \scriptsize $\pm$ 2.03,32.17 \scriptsize $\pm$ 0.72,33.97 \scriptsize $\pm$ 0.95,40.92 \scriptsize $\pm$ 0.98,38.19 \scriptsize $\pm$ 1.14,51.54 \scriptsize $\pm$ 0.86,35.63 \scriptsize $\pm$ 0.44,26.66 \scriptsize $\pm$ 1.55,29.55 \scriptsize $\pm$ 1.07,45.97 \scriptsize $\pm$ 0.87,33.55 \scriptsize $\pm$ 0.97,39.78 \scriptsize $\pm$ 1.30,95.98 \scriptsize $\pm$ 0.04,63.53 \scriptsize $\pm$ 0.06,most_family_en_5,xtreme_r.udpos,"[42, 66, 17, 23]","[63.575182322913186, 63.48102019724464, 63.47956990185088, 63.60393802565668]",0.00011784123446365965,0.0026011383259728757,0.0001886732194992301
87.81 \scriptsize $\pm$ 1.14,65.52 \scriptsize $\pm$ 1.15,88.13 \scriptsize $\pm$ 0.30,88.22 \scriptsize $\pm$ 0.41,85.33 \scriptsize $\pm$ 0.54,88.60 \scriptsize $\pm$ 0.28,80.10 \scriptsize $\pm$ 0.46,72.37 \scriptsize $\pm$ 0.45,73.89 \scriptsize $\pm$ 0.81,79.44 \scriptsize $\pm$ 0.41,85.29 \scriptsize $\pm$ 0.25,80.00 \scriptsize $\pm$ 0.56,70.34 \scriptsize $\pm$ 1.54,82.51 \scriptsize $\pm$ 0.37,84.47 \scriptsize $\pm$ 0.39,89.23 \scriptsize $\pm$ 0.30,50.94 \scriptsize $\pm$ 2.73,78.17 \scriptsize $\pm$ 0.57,63.11 \scriptsize $\pm$ 0.25,77.60 \scriptsize $\pm$ 0.93,74.04 \scriptsize $\pm$ 1.37,89.77 \scriptsize $\pm$ 0.18,83.59 \scriptsize $\pm$ 0.25,89.33 \scriptsize $\pm$ 0.16,78.91 \scriptsize $\pm$ 0.18,89.07 \scriptsize $\pm$ 0.24,72.04 \scriptsize $\pm$ 0.69,80.37 \scriptsize $\pm$ 1.19,50.90 \scriptsize $\pm$ 1.51,67.39 \scriptsize $\pm$ 0.79,74.71 \scriptsize $\pm$ 0.35,85.38 \scriptsize $\pm$ 0.55,64.68 \scriptsize $\pm$ 2.15,61.61 \scriptsize $\pm$ 0.37,69.68 \scriptsize $\pm$ 0.67,37.40 \scriptsize $\pm$ 1.59,41.68 \scriptsize $\pm$ 1.45,33.26 \scriptsize $\pm$ 2.51,35.44 \scriptsize $\pm$ 1.31,36.97 \scriptsize $\pm$ 2.57,40.59 \scriptsize $\pm$ 0.79,44.81 \scriptsize $\pm$ 0.79,33.31 \scriptsize $\pm$ 2.16,39.47 \scriptsize $\pm$ 1.33,41.12 \scriptsize $\pm$ 0.93,47.11 \scriptsize $\pm$ 1.81,51.61 \scriptsize $\pm$ 0.65,36.09 \scriptsize $\pm$ 0.86,37.55 \scriptsize $\pm$ 0.83,33.93 \scriptsize $\pm$ 0.78,44.82 \scriptsize $\pm$ 2.06,32.80 \scriptsize $\pm$ 2.49,40.81 \scriptsize $\pm$ 1.03,95.96 \scriptsize $\pm$ 0.05,64.95 \scriptsize $\pm$ 0.40,most_same_script_10,xtreme_r.udpos,"[42, 66, 17, 23]","[65.50525085522915, 64.5609808823366, 64.88912683127892, 64.84337579337722]",0.0037732579113604896,0.7189167526477893,0.009549254695708331
87.33 \scriptsize $\pm$ 0.49,65.51 \scriptsize $\pm$ 0.70,88.28 \scriptsize $\pm$ 0.21,88.10 \scriptsize $\pm$ 0.12,85.52 \scriptsize $\pm$ 0.73,88.26 \scriptsize $\pm$ 0.33,83.79 \scriptsize $\pm$ 0.64,70.04 \scriptsize $\pm$ 0.72,74.56 \scriptsize $\pm$ 0.36,82.62 \scriptsize $\pm$ 0.32,85.44 \scriptsize $\pm$ 0.21,80.57 \scriptsize $\pm$ 0.88,71.82 \scriptsize $\pm$ 1.31,81.99 \scriptsize $\pm$ 0.44,85.37 \scriptsize $\pm$ 0.28,89.62 \scriptsize $\pm$ 0.23,50.31 \scriptsize $\pm$ 1.28,77.73 \scriptsize $\pm$ 0.68,63.72 \scriptsize $\pm$ 0.32,81.97 \scriptsize $\pm$ 0.31,74.85 \scriptsize $\pm$ 1.81,89.97 \scriptsize $\pm$ 0.19,83.79 \scriptsize $\pm$ 0.37,89.46 \scriptsize $\pm$ 0.36,81.42 \scriptsize $\pm$ 0.60,89.08 \scriptsize $\pm$ 0.16,71.68 \scriptsize $\pm$ 1.19,79.92 \scriptsize $\pm$ 1.34,53.38 \scriptsize $\pm$ 1.61,67.44 \scriptsize $\pm$ 1.29,73.52 \scriptsize $\pm$ 0.38,85.28 \scriptsize $\pm$ 0.29,65.60 \scriptsize $\pm$ 1.01,61.77 \scriptsize $\pm$ 0.74,70.46 \scriptsize $\pm$ 0.53,52.99 \scriptsize $\pm$ 0.84,41.87 \scriptsize $\pm$ 1.65,28.65 \scriptsize $\pm$ 1.97,44.95 \scriptsize $\pm$ 1.00,38.11 \scriptsize $\pm$ 2.13,32.14 \scriptsize $\pm$ 1.50,35.88 \scriptsize $\pm$ 2.24,44.74 \scriptsize $\pm$ 1.43,36.20 \scriptsize $\pm$ 0.61,37.14 \scriptsize $\pm$ 1.02,38.30 \scriptsize $\pm$ 2.41,46.75 \scriptsize $\pm$ 0.92,31.13 \scriptsize $\pm$ 1.50,31.66 \scriptsize $\pm$ 0.85,49.37 \scriptsize $\pm$ 1.06,43.14 \scriptsize $\pm$ 1.66,36.22 \scriptsize $\pm$ 1.90,37.83 \scriptsize $\pm$ 1.95,95.99 \scriptsize $\pm$ 0.02,65.25 \scriptsize $\pm$ 0.15,most_same_script_20,xtreme_r.udpos,"[42, 66, 17, 23]","[65.34461510763525, 65.36345838275967, 65.24358620480054, 65.0314166410525]",0.003965428866118981,0.5145043311894887,0.004038248686076794
