final_eval_af_f1,final_eval_ar_f1,final_eval_az_f1,final_eval_bg_f1,final_eval_bn_f1,final_eval_de_f1,final_eval_el_f1,final_eval_es_f1,final_eval_et_f1,final_eval_eu_f1,final_eval_fa_f1,final_eval_fi_f1,final_eval_fr_f1,final_eval_gu_f1,final_eval_he_f1,final_eval_hi_f1,final_eval_hu_f1,final_eval_id_f1,final_eval_it_f1,final_eval_ja_f1,final_eval_jv_f1,final_eval_ka_f1,final_eval_kk_f1,final_eval_ko_f1,final_eval_lt_f1,final_eval_ml_f1,final_eval_mr_f1,final_eval_ms_f1,final_eval_my_f1,final_eval_nl_f1,final_eval_pa_f1,final_eval_pl_f1,final_eval_pt_f1,final_eval_qu_f1,final_eval_ro_f1,final_eval_ru_f1,final_eval_ta_f1,final_eval_te_f1,final_eval_th_f1,final_eval_tl_f1,final_eval_tr_f1,final_eval_uk_f1,final_eval_ur_f1,final_eval_vi_f1,final_eval_zh_f1,final_eval_bam_f1,final_eval_ewe_f1,final_eval_fon_f1,final_eval_hau_f1,final_eval_ibo_f1,final_eval_kin_f1,final_eval_lug_f1,final_eval_luo_f1,final_eval_mos_f1,final_eval_nya_f1,final_eval_sna_f1,final_eval_swa_f1,final_eval_tsn_f1,final_eval_twi_f1,final_eval_wol_f1,final_eval_xho_f1,final_eval_yor_f1,final_eval_zul_f1,final_eval_same_f1,final_eval_avg_performance,exp,task,seeds,list_final_avg,p_val_xt_afri,p_val_xt_only,p_val_afri_only
75.78 \scriptsize $\pm$ 0.98,40.65 \scriptsize $\pm$ 2.11,61.52 \scriptsize $\pm$ 1.24,76.60 \scriptsize $\pm$ 0.37,66.41 \scriptsize $\pm$ 2.52,77.22 \scriptsize $\pm$ 0.39,70.34 \scriptsize $\pm$ 2.83,67.99 \scriptsize $\pm$ 1.55,74.61 \scriptsize $\pm$ 0.54,62.58 \scriptsize $\pm$ 0.83,40.88 \scriptsize $\pm$ 4.04,77.51 \scriptsize $\pm$ 0.84,78.80 \scriptsize $\pm$ 0.64,41.20 \scriptsize $\pm$ 5.95,52.63 \scriptsize $\pm$ 0.76,63.36 \scriptsize $\pm$ 2.55,74.47 \scriptsize $\pm$ 1.07,51.32 \scriptsize $\pm$ 3.25,80.51 \scriptsize $\pm$ 0.38,30.82 \scriptsize $\pm$ 1.57,60.35 \scriptsize $\pm$ 2.87,64.40 \scriptsize $\pm$ 0.98,42.10 \scriptsize $\pm$ 0.91,59.10 \scriptsize $\pm$ 0.63,72.94 \scriptsize $\pm$ 0.49,49.00 \scriptsize $\pm$ 4.80,54.45 \scriptsize $\pm$ 2.41,67.57 \scriptsize $\pm$ 2.39,47.83 \scriptsize $\pm$ 2.91,80.95 \scriptsize $\pm$ 0.15,35.44 \scriptsize $\pm$ 2.88,79.37 \scriptsize $\pm$ 0.29,78.83 \scriptsize $\pm$ 0.90,61.93 \scriptsize $\pm$ 1.30,69.19 \scriptsize $\pm$ 3.88,63.91 \scriptsize $\pm$ 1.24,49.65 \scriptsize $\pm$ 2.42,44.35 \scriptsize $\pm$ 2.01,2.71 \scriptsize $\pm$ 1.13,74.97 \scriptsize $\pm$ 1.55,70.46 \scriptsize $\pm$ 1.06,69.22 \scriptsize $\pm$ 3.59,33.71 \scriptsize $\pm$ 2.06,71.43 \scriptsize $\pm$ 0.97,40.38 \scriptsize $\pm$ 2.94,14.25 \scriptsize $\pm$ 3.48,45.37 \scriptsize $\pm$ 4.90,25.19 \scriptsize $\pm$ 5.56,49.87 \scriptsize $\pm$ 1.47,27.92 \scriptsize $\pm$ 3.93,23.34 \scriptsize $\pm$ 6.45,38.35 \scriptsize $\pm$ 6.47,38.63 \scriptsize $\pm$ 4.60,25.79 \scriptsize $\pm$ 1.37,21.92 \scriptsize $\pm$ 7.64,17.10 \scriptsize $\pm$ 2.32,49.14 \scriptsize $\pm$ 3.75,28.22 \scriptsize $\pm$ 3.69,15.80 \scriptsize $\pm$ 3.33,18.50 \scriptsize $\pm$ 2.78,14.15 \scriptsize $\pm$ 1.47,18.46 \scriptsize $\pm$ 4.35,13.01 \scriptsize $\pm$ 2.27,84.51 \scriptsize $\pm$ 0.09,51.23 \scriptsize $\pm$ 0.68,abla_most_family_joshi2,wikiann,"[42, 66, 17, 23]","[51.848595432837236, 50.548202321887636, 50.7407275704109, 51.79602206032413]",0.00034356384385076375,0.10166688986670878,0.04856292582195607
76.85 \scriptsize $\pm$ 0.52,43.31 \scriptsize $\pm$ 1.58,65.79 \scriptsize $\pm$ 1.21,76.25 \scriptsize $\pm$ 0.88,68.29 \scriptsize $\pm$ 1.53,77.90 \scriptsize $\pm$ 0.24,72.03 \scriptsize $\pm$ 1.22,71.08 \scriptsize $\pm$ 2.68,77.52 \scriptsize $\pm$ 1.50,66.55 \scriptsize $\pm$ 2.99,42.55 \scriptsize $\pm$ 5.28,77.76 \scriptsize $\pm$ 1.33,79.33 \scriptsize $\pm$ 1.72,43.24 \scriptsize $\pm$ 4.21,53.25 \scriptsize $\pm$ 0.51,66.03 \scriptsize $\pm$ 1.27,75.85 \scriptsize $\pm$ 1.35,56.95 \scriptsize $\pm$ 6.51,80.91 \scriptsize $\pm$ 0.29,26.82 \scriptsize $\pm$ 1.49,63.96 \scriptsize $\pm$ 2.69,60.70 \scriptsize $\pm$ 1.82,48.58 \scriptsize $\pm$ 3.96,60.02 \scriptsize $\pm$ 1.50,74.38 \scriptsize $\pm$ 1.12,54.09 \scriptsize $\pm$ 0.91,57.75 \scriptsize $\pm$ 0.57,62.52 \scriptsize $\pm$ 9.34,53.76 \scriptsize $\pm$ 1.49,81.73 \scriptsize $\pm$ 0.34,35.82 \scriptsize $\pm$ 1.98,80.47 \scriptsize $\pm$ 0.60,79.08 \scriptsize $\pm$ 0.69,62.19 \scriptsize $\pm$ 3.34,68.78 \scriptsize $\pm$ 3.77,64.93 \scriptsize $\pm$ 1.43,47.95 \scriptsize $\pm$ 3.03,44.53 \scriptsize $\pm$ 1.88,0.80 \scriptsize $\pm$ 0.62,77.04 \scriptsize $\pm$ 1.25,74.69 \scriptsize $\pm$ 1.16,67.43 \scriptsize $\pm$ 4.48,39.25 \scriptsize $\pm$ 7.24,71.83 \scriptsize $\pm$ 0.72,37.30 \scriptsize $\pm$ 1.60,9.66 \scriptsize $\pm$ 2.96,38.65 \scriptsize $\pm$ 9.21,28.98 \scriptsize $\pm$ 10.95,33.13 \scriptsize $\pm$ 4.48,23.26 \scriptsize $\pm$ 8.00,22.04 \scriptsize $\pm$ 6.60,32.13 \scriptsize $\pm$ 9.78,18.88 \scriptsize $\pm$ 3.49,11.69 \scriptsize $\pm$ 3.23,19.61 \scriptsize $\pm$ 8.03,13.80 \scriptsize $\pm$ 4.67,50.24 \scriptsize $\pm$ 5.57,22.39 \scriptsize $\pm$ 5.37,13.16 \scriptsize $\pm$ 2.84,14.85 \scriptsize $\pm$ 4.49,9.69 \scriptsize $\pm$ 1.94,20.22 \scriptsize $\pm$ 6.42,11.51 \scriptsize $\pm$ 4.78,84.72 \scriptsize $\pm$ 0.08,50.73 \scriptsize $\pm$ 1.91,abla_most_family_joshi3,wikiann,"[42, 66, 17, 23]","[50.43578888384569, 49.9775172737079, 53.45228034557327, 49.036208814650614]",0.04525768298388112,0.31783544157749094,0.032890849304425186
77.13 \scriptsize $\pm$ 0.88,44.06 \scriptsize $\pm$ 1.01,64.36 \scriptsize $\pm$ 0.41,76.35 \scriptsize $\pm$ 0.52,68.77 \scriptsize $\pm$ 0.88,78.22 \scriptsize $\pm$ 0.52,70.68 \scriptsize $\pm$ 1.37,72.43 \scriptsize $\pm$ 6.08,77.60 \scriptsize $\pm$ 1.04,68.56 \scriptsize $\pm$ 1.65,45.61 \scriptsize $\pm$ 1.61,78.66 \scriptsize $\pm$ 0.18,80.20 \scriptsize $\pm$ 0.28,41.09 \scriptsize $\pm$ 1.75,53.44 \scriptsize $\pm$ 0.47,67.50 \scriptsize $\pm$ 1.41,76.50 \scriptsize $\pm$ 0.87,59.29 \scriptsize $\pm$ 5.85,80.75 \scriptsize $\pm$ 0.22,28.60 \scriptsize $\pm$ 4.00,65.95 \scriptsize $\pm$ 0.65,61.36 \scriptsize $\pm$ 1.71,45.80 \scriptsize $\pm$ 2.91,60.65 \scriptsize $\pm$ 0.66,73.84 \scriptsize $\pm$ 0.75,52.61 \scriptsize $\pm$ 2.37,59.49 \scriptsize $\pm$ 3.11,55.75 \scriptsize $\pm$ 3.91,55.03 \scriptsize $\pm$ 2.31,81.83 \scriptsize $\pm$ 0.38,33.52 \scriptsize $\pm$ 1.57,80.23 \scriptsize $\pm$ 0.15,79.38 \scriptsize $\pm$ 1.48,60.41 \scriptsize $\pm$ 3.91,71.90 \scriptsize $\pm$ 3.49,66.32 \scriptsize $\pm$ 0.57,49.24 \scriptsize $\pm$ 2.31,46.54 \scriptsize $\pm$ 2.32,0.57 \scriptsize $\pm$ 0.27,76.95 \scriptsize $\pm$ 0.87,75.31 \scriptsize $\pm$ 1.68,67.66 \scriptsize $\pm$ 4.61,41.57 \scriptsize $\pm$ 2.54,70.85 \scriptsize $\pm$ 1.83,38.42 \scriptsize $\pm$ 4.20,18.66 \scriptsize $\pm$ 6.13,51.64 \scriptsize $\pm$ 4.00,46.84 \scriptsize $\pm$ 3.38,32.82 \scriptsize $\pm$ 3.32,27.84 \scriptsize $\pm$ 6.59,25.97 \scriptsize $\pm$ 6.13,36.38 \scriptsize $\pm$ 7.97,23.94 \scriptsize $\pm$ 4.71,16.55 \scriptsize $\pm$ 4.53,22.32 \scriptsize $\pm$ 7.83,15.80 \scriptsize $\pm$ 4.52,52.86 \scriptsize $\pm$ 3.12,27.88 \scriptsize $\pm$ 5.17,22.78 \scriptsize $\pm$ 5.86,21.12 \scriptsize $\pm$ 5.63,10.22 \scriptsize $\pm$ 0.77,28.29 \scriptsize $\pm$ 2.80,14.65 \scriptsize $\pm$ 4.66,84.66 \scriptsize $\pm$ 0.11,52.53 \scriptsize $\pm$ 1.67,abla_most_family_joshi35,wikiann,"[42, 66, 17, 23]","[50.94003023243699, 54.68716124859534, 52.959133341624366, 51.55012920574614]",0.19547720722462292,0.9965173201876784,0.08895669367854526
77.63 \scriptsize $\pm$ 1.22,45.64 \scriptsize $\pm$ 3.63,64.34 \scriptsize $\pm$ 0.42,76.15 \scriptsize $\pm$ 0.48,69.64 \scriptsize $\pm$ 0.47,78.61 \scriptsize $\pm$ 0.46,69.74 \scriptsize $\pm$ 1.01,73.74 \scriptsize $\pm$ 3.66,78.44 \scriptsize $\pm$ 0.74,68.14 \scriptsize $\pm$ 1.14,42.74 \scriptsize $\pm$ 6.70,78.99 \scriptsize $\pm$ 0.47,79.97 \scriptsize $\pm$ 0.44,42.89 \scriptsize $\pm$ 4.37,54.42 \scriptsize $\pm$ 1.62,66.72 \scriptsize $\pm$ 1.46,76.53 \scriptsize $\pm$ 1.67,59.83 \scriptsize $\pm$ 4.43,80.90 \scriptsize $\pm$ 0.49,29.04 \scriptsize $\pm$ 1.51,64.20 \scriptsize $\pm$ 1.53,61.24 \scriptsize $\pm$ 1.23,48.61 \scriptsize $\pm$ 5.02,60.23 \scriptsize $\pm$ 1.84,73.93 \scriptsize $\pm$ 0.82,52.79 \scriptsize $\pm$ 3.66,56.74 \scriptsize $\pm$ 2.23,61.77 \scriptsize $\pm$ 6.55,55.95 \scriptsize $\pm$ 2.41,81.57 \scriptsize $\pm$ 0.26,34.01 \scriptsize $\pm$ 0.63,80.22 \scriptsize $\pm$ 0.11,79.29 \scriptsize $\pm$ 0.31,61.78 \scriptsize $\pm$ 2.37,72.53 \scriptsize $\pm$ 4.36,65.56 \scriptsize $\pm$ 1.83,48.98 \scriptsize $\pm$ 2.85,46.37 \scriptsize $\pm$ 3.01,1.78 \scriptsize $\pm$ 1.21,77.16 \scriptsize $\pm$ 0.68,74.50 \scriptsize $\pm$ 1.54,66.06 \scriptsize $\pm$ 1.70,39.95 \scriptsize $\pm$ 3.59,71.80 \scriptsize $\pm$ 1.85,40.20 \scriptsize $\pm$ 1.42,17.14 \scriptsize $\pm$ 4.07,50.18 \scriptsize $\pm$ 7.21,45.15 \scriptsize $\pm$ 2.27,34.46 \scriptsize $\pm$ 5.85,28.97 \scriptsize $\pm$ 3.52,29.02 \scriptsize $\pm$ 6.71,41.96 \scriptsize $\pm$ 10.98,22.43 \scriptsize $\pm$ 4.92,12.94 \scriptsize $\pm$ 1.65,21.80 \scriptsize $\pm$ 6.62,14.77 \scriptsize $\pm$ 4.66,53.76 \scriptsize $\pm$ 2.37,25.01 \scriptsize $\pm$ 4.96,19.67 \scriptsize $\pm$ 5.30,19.15 \scriptsize $\pm$ 3.55,9.45 \scriptsize $\pm$ 1.69,27.05 \scriptsize $\pm$ 2.47,12.42 \scriptsize $\pm$ 3.09,84.68 \scriptsize $\pm$ 0.15,52.52 \scriptsize $\pm$ 1.12,abla_most_family_seen_mbert,wikiann,"[42, 66, 17, 23]","[51.3991269006432, 54.05684305948341, 52.176064997406314, 52.45153115386498]",0.11695130585280288,0.9856670384633707,0.06690878072326825
76.63 \scriptsize $\pm$ 1.07,44.71 \scriptsize $\pm$ 2.87,63.60 \scriptsize $\pm$ 1.50,76.11 \scriptsize $\pm$ 1.03,66.67 \scriptsize $\pm$ 1.92,77.49 \scriptsize $\pm$ 0.54,69.59 \scriptsize $\pm$ 0.60,71.09 \scriptsize $\pm$ 4.02,76.58 \scriptsize $\pm$ 0.28,65.67 \scriptsize $\pm$ 3.78,42.14 \scriptsize $\pm$ 6.31,77.72 \scriptsize $\pm$ 0.72,79.01 \scriptsize $\pm$ 0.80,42.91 \scriptsize $\pm$ 3.85,54.10 \scriptsize $\pm$ 1.06,67.07 \scriptsize $\pm$ 0.56,74.86 \scriptsize $\pm$ 0.83,58.69 \scriptsize $\pm$ 5.19,80.42 \scriptsize $\pm$ 0.34,28.97 \scriptsize $\pm$ 3.56,63.71 \scriptsize $\pm$ 5.63,60.31 \scriptsize $\pm$ 3.22,46.66 \scriptsize $\pm$ 4.04,59.33 \scriptsize $\pm$ 1.92,73.39 \scriptsize $\pm$ 0.80,52.74 \scriptsize $\pm$ 1.71,57.02 \scriptsize $\pm$ 2.02,63.68 \scriptsize $\pm$ 2.81,53.45 \scriptsize $\pm$ 4.68,81.37 \scriptsize $\pm$ 0.56,33.28 \scriptsize $\pm$ 2.66,79.63 \scriptsize $\pm$ 0.27,78.27 \scriptsize $\pm$ 1.05,60.01 \scriptsize $\pm$ 3.16,73.19 \scriptsize $\pm$ 2.25,66.13 \scriptsize $\pm$ 1.14,49.76 \scriptsize $\pm$ 2.51,47.07 \scriptsize $\pm$ 1.69,1.49 \scriptsize $\pm$ 0.49,77.92 \scriptsize $\pm$ 2.20,72.88 \scriptsize $\pm$ 1.85,70.66 \scriptsize $\pm$ 0.66,38.68 \scriptsize $\pm$ 6.87,70.53 \scriptsize $\pm$ 1.83,38.81 \scriptsize $\pm$ 4.23,16.27 \scriptsize $\pm$ 4.49,54.91 \scriptsize $\pm$ 4.14,37.78 \scriptsize $\pm$ 4.25,36.57 \scriptsize $\pm$ 3.51,29.46 \scriptsize $\pm$ 4.44,37.78 \scriptsize $\pm$ 3.55,53.07 \scriptsize $\pm$ 3.20,27.14 \scriptsize $\pm$ 3.89,16.12 \scriptsize $\pm$ 4.62,32.86 \scriptsize $\pm$ 3.26,22.27 \scriptsize $\pm$ 0.38,55.81 \scriptsize $\pm$ 2.08,33.08 \scriptsize $\pm$ 5.90,22.95 \scriptsize $\pm$ 4.86,21.51 \scriptsize $\pm$ 3.66,13.34 \scriptsize $\pm$ 0.39,24.98 \scriptsize $\pm$ 4.86,29.10 \scriptsize $\pm$ 1.45,84.57 \scriptsize $\pm$ 0.48,53.34 \scriptsize $\pm$ 0.80,abla_most_family_seen_xlmr,wikiann,"[42, 66, 17, 23]","[54.04172054781468, 52.29483193848972, 53.886962965216426, 53.125070070367045]",0.03845039808148361,0.39391377758015145,0.619515253821882
75.99 \scriptsize $\pm$ 0.96,39.41 \scriptsize $\pm$ 1.26,63.02 \scriptsize $\pm$ 0.83,75.49 \scriptsize $\pm$ 0.68,70.19 \scriptsize $\pm$ 1.43,77.55 \scriptsize $\pm$ 0.38,69.93 \scriptsize $\pm$ 1.67,66.05 \scriptsize $\pm$ 1.07,74.92 \scriptsize $\pm$ 1.60,61.63 \scriptsize $\pm$ 2.60,34.45 \scriptsize $\pm$ 3.74,77.80 \scriptsize $\pm$ 0.80,78.25 \scriptsize $\pm$ 0.86,41.44 \scriptsize $\pm$ 3.21,52.77 \scriptsize $\pm$ 0.72,64.53 \scriptsize $\pm$ 1.55,73.90 \scriptsize $\pm$ 1.00,51.87 \scriptsize $\pm$ 1.64,80.29 \scriptsize $\pm$ 0.06,29.10 \scriptsize $\pm$ 1.42,60.92 \scriptsize $\pm$ 0.39,62.92 \scriptsize $\pm$ 1.10,43.71 \scriptsize $\pm$ 2.37,57.40 \scriptsize $\pm$ 1.45,72.60 \scriptsize $\pm$ 0.64,50.69 \scriptsize $\pm$ 3.04,55.30 \scriptsize $\pm$ 1.67,69.32 \scriptsize $\pm$ 1.26,51.44 \scriptsize $\pm$ 2.30,81.19 \scriptsize $\pm$ 0.42,35.39 \scriptsize $\pm$ 2.22,79.55 \scriptsize $\pm$ 0.26,77.78 \scriptsize $\pm$ 1.02,62.34 \scriptsize $\pm$ 3.26,63.74 \scriptsize $\pm$ 1.17,61.90 \scriptsize $\pm$ 0.41,50.84 \scriptsize $\pm$ 1.82,45.32 \scriptsize $\pm$ 1.21,0.63 \scriptsize $\pm$ 0.34,76.58 \scriptsize $\pm$ 0.59,69.40 \scriptsize $\pm$ 1.30,68.94 \scriptsize $\pm$ 3.20,33.76 \scriptsize $\pm$ 5.06,69.89 \scriptsize $\pm$ 0.85,41.28 \scriptsize $\pm$ 2.01,23.43 \scriptsize $\pm$ 5.55,55.36 \scriptsize $\pm$ 5.29,41.04 \scriptsize $\pm$ 7.19,49.50 \scriptsize $\pm$ 1.64,37.12 \scriptsize $\pm$ 4.24,37.16 \scriptsize $\pm$ 2.44,53.65 \scriptsize $\pm$ 5.11,42.66 \scriptsize $\pm$ 2.03,30.60 \scriptsize $\pm$ 3.12,37.21 \scriptsize $\pm$ 3.08,22.37 \scriptsize $\pm$ 1.13,54.70 \scriptsize $\pm$ 1.30,34.64 \scriptsize $\pm$ 2.84,36.02 \scriptsize $\pm$ 7.74,24.21 \scriptsize $\pm$ 6.89,12.74 \scriptsize $\pm$ 0.84,19.15 \scriptsize $\pm$ 4.49,18.43 \scriptsize $\pm$ 2.35,84.34 \scriptsize $\pm$ 0.15,53.37 \scriptsize $\pm$ 0.82,abla_most_family_unseen_mbert,wikiann,"[42, 66, 17, 23]","[53.28382165193195, 54.41401309596453, 52.41791407026168, 53.36814458104926]",0.16211806128227693,0.2748892905538533,0.5834771097735131
75.35 \scriptsize $\pm$ 1.03,37.64 \scriptsize $\pm$ 2.25,61.82 \scriptsize $\pm$ 0.62,74.95 \scriptsize $\pm$ 1.14,69.20 \scriptsize $\pm$ 1.68,77.60 \scriptsize $\pm$ 0.97,68.98 \scriptsize $\pm$ 1.12,66.94 \scriptsize $\pm$ 2.25,73.73 \scriptsize $\pm$ 2.08,57.35 \scriptsize $\pm$ 6.68,33.49 \scriptsize $\pm$ 4.71,76.82 \scriptsize $\pm$ 0.61,77.48 \scriptsize $\pm$ 0.63,37.06 \scriptsize $\pm$ 2.46,52.13 \scriptsize $\pm$ 0.64,64.76 \scriptsize $\pm$ 1.64,73.58 \scriptsize $\pm$ 1.07,51.59 \scriptsize $\pm$ 0.92,80.22 \scriptsize $\pm$ 0.27,30.19 \scriptsize $\pm$ 1.88,57.38 \scriptsize $\pm$ 1.33,62.64 \scriptsize $\pm$ 2.02,44.12 \scriptsize $\pm$ 3.29,56.65 \scriptsize $\pm$ 0.55,71.54 \scriptsize $\pm$ 0.92,46.62 \scriptsize $\pm$ 2.64,52.59 \scriptsize $\pm$ 2.65,68.09 \scriptsize $\pm$ 1.74,52.99 \scriptsize $\pm$ 6.13,80.60 \scriptsize $\pm$ 0.56,37.66 \scriptsize $\pm$ 3.81,78.87 \scriptsize $\pm$ 0.75,77.14 \scriptsize $\pm$ 0.73,61.45 \scriptsize $\pm$ 2.45,63.34 \scriptsize $\pm$ 0.96,63.38 \scriptsize $\pm$ 1.89,49.79 \scriptsize $\pm$ 1.54,43.26 \scriptsize $\pm$ 1.14,0.63 \scriptsize $\pm$ 0.44,75.80 \scriptsize $\pm$ 2.26,68.39 \scriptsize $\pm$ 0.73,67.16 \scriptsize $\pm$ 1.81,23.19 \scriptsize $\pm$ 4.46,69.14 \scriptsize $\pm$ 0.89,41.09 \scriptsize $\pm$ 2.92,23.71 \scriptsize $\pm$ 3.79,46.93 \scriptsize $\pm$ 5.33,42.36 \scriptsize $\pm$ 5.99,34.57 \scriptsize $\pm$ 1.48,31.37 \scriptsize $\pm$ 4.03,37.17 \scriptsize $\pm$ 2.06,55.79 \scriptsize $\pm$ 4.66,39.52 \scriptsize $\pm$ 4.30,26.87 \scriptsize $\pm$ 1.23,36.80 \scriptsize $\pm$ 1.09,23.83 \scriptsize $\pm$ 2.20,53.44 \scriptsize $\pm$ 3.81,32.69 \scriptsize $\pm$ 4.56,34.74 \scriptsize $\pm$ 2.48,37.01 \scriptsize $\pm$ 4.34,14.35 \scriptsize $\pm$ 1.17,23.73 \scriptsize $\pm$ 4.25,28.70 \scriptsize $\pm$ 0.99,84.50 \scriptsize $\pm$ 0.18,52.54 \scriptsize $\pm$ 0.97,abla_most_family_unseen_xlmr,wikiann,"[42, 66, 17, 23]","[53.28922522053676, 53.12474491498606, 52.578040105889414, 51.163027009265676]",0.06553788512546808,0.9983972753247177,0.12272329479199799
75.62 \scriptsize $\pm$ 0.73,43.46 \scriptsize $\pm$ 2.29,63.11 \scriptsize $\pm$ 2.87,75.70 \scriptsize $\pm$ 0.47,67.37 \scriptsize $\pm$ 1.85,77.81 \scriptsize $\pm$ 0.12,71.03 \scriptsize $\pm$ 1.20,67.50 \scriptsize $\pm$ 1.31,76.42 \scriptsize $\pm$ 1.03,63.10 \scriptsize $\pm$ 2.47,39.89 \scriptsize $\pm$ 2.12,77.71 \scriptsize $\pm$ 1.11,79.09 \scriptsize $\pm$ 0.57,40.39 \scriptsize $\pm$ 6.02,53.88 \scriptsize $\pm$ 0.62,65.50 \scriptsize $\pm$ 2.28,74.96 \scriptsize $\pm$ 1.43,54.99 \scriptsize $\pm$ 5.59,80.29 \scriptsize $\pm$ 0.52,29.48 \scriptsize $\pm$ 2.24,57.64 \scriptsize $\pm$ 2.83,63.49 \scriptsize $\pm$ 1.07,45.18 \scriptsize $\pm$ 1.85,58.43 \scriptsize $\pm$ 1.57,72.33 \scriptsize $\pm$ 0.66,47.45 \scriptsize $\pm$ 2.92,57.06 \scriptsize $\pm$ 2.76,66.55 \scriptsize $\pm$ 4.15,48.03 \scriptsize $\pm$ 2.60,80.79 \scriptsize $\pm$ 0.20,30.83 \scriptsize $\pm$ 3.21,79.42 \scriptsize $\pm$ 0.66,77.80 \scriptsize $\pm$ 0.46,61.49 \scriptsize $\pm$ 2.20,68.85 \scriptsize $\pm$ 2.37,64.84 \scriptsize $\pm$ 0.69,49.42 \scriptsize $\pm$ 1.50,45.19 \scriptsize $\pm$ 1.18,2.91 \scriptsize $\pm$ 1.45,76.01 \scriptsize $\pm$ 1.93,70.59 \scriptsize $\pm$ 1.19,70.61 \scriptsize $\pm$ 2.78,27.91 \scriptsize $\pm$ 6.38,70.86 \scriptsize $\pm$ 1.04,38.92 \scriptsize $\pm$ 2.18,14.56 \scriptsize $\pm$ 3.40,49.17 \scriptsize $\pm$ 0.74,28.18 \scriptsize $\pm$ 4.60,32.83 \scriptsize $\pm$ 2.70,23.64 \scriptsize $\pm$ 3.07,28.07 \scriptsize $\pm$ 3.83,43.58 \scriptsize $\pm$ 5.00,22.99 \scriptsize $\pm$ 2.62,13.40 \scriptsize $\pm$ 1.72,19.42 \scriptsize $\pm$ 3.08,16.61 \scriptsize $\pm$ 2.09,43.61 \scriptsize $\pm$ 5.55,23.93 \scriptsize $\pm$ 0.99,15.32 \scriptsize $\pm$ 2.59,18.56 \scriptsize $\pm$ 2.62,12.27 \scriptsize $\pm$ 1.62,18.36 \scriptsize $\pm$ 5.26,13.29 \scriptsize $\pm$ 3.27,84.49 \scriptsize $\pm$ 0.31,50.50 \scriptsize $\pm$ 0.66,abla_most_script_joshi2,wikiann,"[42, 66, 17, 23]","[50.06347510220433, 49.89370065051573, 51.34787726136462, 50.70291480407923]",0.0063223632474883095,0.1334712965858115,0.006530575675953893
77.19 \scriptsize $\pm$ 0.63,41.96 \scriptsize $\pm$ 2.25,64.97 \scriptsize $\pm$ 1.58,77.06 \scriptsize $\pm$ 0.57,64.96 \scriptsize $\pm$ 2.66,78.01 \scriptsize $\pm$ 0.12,70.72 \scriptsize $\pm$ 0.78,72.00 \scriptsize $\pm$ 1.64,76.15 \scriptsize $\pm$ 0.48,67.83 \scriptsize $\pm$ 1.00,42.78 \scriptsize $\pm$ 8.58,78.40 \scriptsize $\pm$ 0.46,78.89 \scriptsize $\pm$ 0.75,41.61 \scriptsize $\pm$ 3.71,54.22 \scriptsize $\pm$ 1.45,65.06 \scriptsize $\pm$ 2.58,76.98 \scriptsize $\pm$ 0.73,54.73 \scriptsize $\pm$ 2.02,80.78 \scriptsize $\pm$ 0.23,25.51 \scriptsize $\pm$ 3.74,64.14 \scriptsize $\pm$ 1.47,59.89 \scriptsize $\pm$ 1.00,49.85 \scriptsize $\pm$ 3.37,59.49 \scriptsize $\pm$ 0.99,73.43 \scriptsize $\pm$ 1.06,50.11 \scriptsize $\pm$ 4.36,54.52 \scriptsize $\pm$ 1.50,69.14 \scriptsize $\pm$ 0.65,56.84 \scriptsize $\pm$ 3.67,81.35 \scriptsize $\pm$ 0.11,30.73 \scriptsize $\pm$ 2.70,80.31 \scriptsize $\pm$ 0.20,79.17 \scriptsize $\pm$ 0.52,59.18 \scriptsize $\pm$ 4.18,72.34 \scriptsize $\pm$ 5.18,66.91 \scriptsize $\pm$ 1.14,48.10 \scriptsize $\pm$ 3.31,45.29 \scriptsize $\pm$ 3.48,1.27 \scriptsize $\pm$ 1.10,75.48 \scriptsize $\pm$ 1.44,75.72 \scriptsize $\pm$ 1.15,69.61 \scriptsize $\pm$ 0.69,36.35 \scriptsize $\pm$ 6.74,71.48 \scriptsize $\pm$ 1.67,33.15 \scriptsize $\pm$ 3.77,6.08 \scriptsize $\pm$ 1.44,37.63 \scriptsize $\pm$ 4.82,28.60 \scriptsize $\pm$ 2.45,24.14 \scriptsize $\pm$ 2.91,17.61 \scriptsize $\pm$ 5.18,17.11 \scriptsize $\pm$ 2.21,21.37 \scriptsize $\pm$ 7.40,15.35 \scriptsize $\pm$ 0.49,8.89 \scriptsize $\pm$ 0.40,13.04 \scriptsize $\pm$ 1.66,9.62 \scriptsize $\pm$ 0.59,49.46 \scriptsize $\pm$ 2.10,17.03 \scriptsize $\pm$ 2.57,10.63 \scriptsize $\pm$ 1.90,10.56 \scriptsize $\pm$ 0.57,7.63 \scriptsize $\pm$ 0.46,23.23 \scriptsize $\pm$ 2.43,9.34 \scriptsize $\pm$ 2.79,84.70 \scriptsize $\pm$ 0.27,49.46 \scriptsize $\pm$ 0.31,abla_most_script_joshi3,wikiann,"[42, 66, 17, 23]","[49.644437604426315, 49.773308925383276, 49.069313491235725, 49.36853632463709]",0.0021855125559466742,0.01380776170618639,0.0031674098294916463
