seed,model,task,method,finetuning_steps,realignment_steps,distinct_realignment_samples,repeated_realignment_samples,train_loss,realignment_loss,task_loss,eval_bg_accuracy,eval_cs_accuracy,eval_de_accuracy,eval_es_accuracy,eval_lv_accuracy,eval_af_accuracy,eval_ar_accuracy,eval_ca_accuracy,eval_da_accuracy,eval_el_accuracy,eval_fa_accuracy,eval_fi_accuracy,eval_fr_accuracy,eval_he_accuracy,eval_hi_accuracy,eval_hu_accuracy,eval_it_accuracy,eval_ja_accuracy,eval_ko_accuracy,eval_lt_accuracy,eval_no_accuracy,eval_pl_accuracy,eval_pt_accuracy,eval_ro_accuracy,eval_ru_accuracy,eval_sk_accuracy,eval_sl_accuracy,eval_sv_accuracy,eval_ta_accuracy,eval_th_accuracy,eval_tr_accuracy,eval_uk_accuracy,eval_vi_accuracy,eval_zh_accuracy,eval_avg_accuracy,eval_same_accuracy,final_eval_bg_accuracy,final_eval_cs_accuracy,final_eval_de_accuracy,final_eval_es_accuracy,final_eval_lv_accuracy,final_eval_af_accuracy,final_eval_ar_accuracy,final_eval_ca_accuracy,final_eval_da_accuracy,final_eval_el_accuracy,final_eval_fa_accuracy,final_eval_fi_accuracy,final_eval_fr_accuracy,final_eval_he_accuracy,final_eval_hi_accuracy,final_eval_hu_accuracy,final_eval_it_accuracy,final_eval_ja_accuracy,final_eval_ko_accuracy,final_eval_lt_accuracy,final_eval_no_accuracy,final_eval_pl_accuracy,final_eval_pt_accuracy,final_eval_ro_accuracy,final_eval_ru_accuracy,final_eval_sk_accuracy,final_eval_sl_accuracy,final_eval_sv_accuracy,final_eval_ta_accuracy,final_eval_th_accuracy,final_eval_tr_accuracy,final_eval_uk_accuracy,final_eval_vi_accuracy,final_eval_zh_accuracy,final_eval_avg_accuracy,final_eval_same_accuracy
31,bert-base-multilingual-cased,udpos,before_realign_only_0_1_dico,1965,1965,19782,31430,0.04595334827899933,0,0.04595334827899933,0.8730602900025439,0.8551514318127127,0.8885642737896494,0.8566188457776329,0.8161811809925764,0.8747143566815698,0.527775190187859,0.8752886836027713,0.8961388805746783,0.7918609967992684,0.7429284866347374,0.8674082032484358,0.8669644591182754,0.5898045430533545,0.6740897544453852,0.8277347114556417,0.852788237403622,0.4660529344073648,0.649481887471097,0.820151179941003,0.9109657611960221,0.8430330410133758,0.833447139506576,0.8447874555923067,0.834869633921517,0.8461656441717792,0.8442960647819292,0.908619334555934,0.5848970251716247,0.5577637527415962,0.711342001393081,0.8386570296106318,0.6291928063571728,0.672993672993673,0.7786408497178647,0.9686602964885376,0.8730602900025439,0.8551514318127127,0.8885642737896494,0.8566188457776329,0.8161811809925764,0.8747143566815698,0.527775190187859,0.8752886836027713,0.8961388805746783,0.7918609967992684,0.7429284866347374,0.8674082032484358,0.8669644591182754,0.5898045430533545,0.6740897544453852,0.8277347114556417,0.852788237403622,0.4660529344073648,0.649481887471097,0.820151179941003,0.9109657611960221,0.8430330410133758,0.833447139506576,0.8447874555923067,0.834869633921517,0.8461656441717792,0.8442960647819292,0.908619334555934,0.5848970251716247,0.5577637527415962,0.711342001393081,0.8386570296106318,0.6291928063571728,0.672993672993673,0.7786408497178647,0.9686602964885376
42,bert-base-multilingual-cased,udpos,before_realign_only_0_1_dico,1965,1965,19782,31430,0.0659574642777443,0,0.0659574642777443,0.8802467565504961,0.8604111519818488,0.8847483901740997,0.8596348223019237,0.8243961261634699,0.8786885245901639,0.5236764477565595,0.8748578125538589,0.9007283248528385,0.8034750800182899,0.7427238118629498,0.8703785628515452,0.8609438725966208,0.6123217115689382,0.62884561106407,0.8304143937218873,0.8561950869643178,0.47825086306098963,0.648454226256744,0.8278945427728613,0.9106320496562771,0.8407003868072165,0.8297360686399667,0.8456449834619625,0.8387323325432359,0.848542944785276,0.8455746554908368,0.9128111082001572,0.5954233409610984,0.5806364979186249,0.7210935686092408,0.8396479365819538,0.6233375156838143,0.6878121878121878,0.7814003440240096,0.967991821005859,0.8802467565504961,0.8604111519818488,0.8847483901740997,0.8596348223019237,0.8243961261634699,0.8786885245901639,0.5236764477565595,0.8748578125538589,0.9007283248528385,0.8034750800182899,0.7427238118629498,0.8703785628515452,0.8609438725966208,0.6123217115689382,0.62884561106407,0.8304143937218873,0.8561950869643178,0.47825086306098963,0.648454226256744,0.8278945427728613,0.9106320496562771,0.8407003868072165,0.8297360686399667,0.8456449834619625,0.8387323325432359,0.848542944785276,0.8455746554908368,0.9128111082001572,0.5954233409610984,0.5806364979186249,0.7210935686092408,0.8396479365819538,0.6233375156838143,0.6878121878121878,0.7814003440240096,0.967991821005859
66,bert-base-multilingual-cased,udpos,before_realign_only_0_1_dico,1965,1965,19782,31430,0.030518164858222008,0,0.030518164858222008,0.8691808700076317,0.8516907880412985,0.8855831147150012,0.8613465927616564,0.8205901194558541,0.8707401887729757,0.5215649743828598,0.8839233394229775,0.900229472213908,0.786374028349337,0.7325310082279258,0.8653226316122101,0.8677413089920373,0.5978605388272583,0.6964154671182614,0.8253421380036368,0.861036399497938,0.4800920598388953,0.6495675259056265,0.8232853982300885,0.9097310284989655,0.8299819883662563,0.8394145414600838,0.8383559965698886,0.8263541392327276,0.8362730061349694,0.8427333428043756,0.9068902279276919,0.5908466819221968,0.5796070005818899,0.7138379382400742,0.8273490324084868,0.6234211626934337,0.6698301698301699,0.7789718888543705,0.9682670756163737,0.8691808700076317,0.8516907880412985,0.8855831147150012,0.8613465927616564,0.8205901194558541,0.8707401887729757,0.5215649743828598,0.8839233394229775,0.900229472213908,0.786374028349337,0.7325310082279258,0.8653226316122101,0.8677413089920373,0.5978605388272583,0.6964154671182614,0.8253421380036368,0.861036399497938,0.4800920598388953,0.6495675259056265,0.8232853982300885,0.9097310284989655,0.8299819883662563,0.8394145414600838,0.8383559965698886,0.8263541392327276,0.8362730061349694,0.8427333428043756,0.9068902279276919,0.5908466819221968,0.5796070005818899,0.7138379382400742,0.8273490324084868,0.6234211626934337,0.6698301698301699,0.7789718888543705,0.9682670756163737
23,bert-base-multilingual-cased,udpos,before_realign_only_0_1_dico,1965,1965,19782,31430,0.026752984151244164,0,0.026752984151244164,0.8796743831086238,0.8640952479173113,0.8834366801812544,0.8624877730681447,0.8239439273467234,0.8755091902632887,0.51957770532526,0.8816311054427631,0.9005287837972663,0.7951531778692272,0.7421507225019444,0.8668394109840106,0.8671586715867159,0.5971341785525621,0.6979960485464296,0.828404632022203,0.8608570916263224,0.5001917913310319,0.6577031771859211,0.830844395280236,0.9092638323433224,0.8445684589718605,0.8356737820265416,0.8488300869778268,0.8328504960056184,0.8515337423312883,0.8520386418525359,0.9104532355252817,0.5963386727688788,0.5888277158587351,0.7124448572091944,0.8411634413616228,0.6237557507319114,0.6798201798201798,0.7842023819918248,0.9687782627501867,0.8796743831086238,0.8640952479173113,0.8834366801812544,0.8624877730681447,0.8239439273467234,0.8755091902632887,0.51957770532526,0.8816311054427631,0.9005287837972663,0.7951531778692272,0.7421507225019444,0.8668394109840106,0.8671586715867159,0.5971341785525621,0.6979960485464296,0.828404632022203,0.8608570916263224,0.5001917913310319,0.6577031771859211,0.830844395280236,0.9092638323433224,0.8445684589718605,0.8356737820265416,0.8488300869778268,0.8328504960056184,0.8515337423312883,0.8520386418525359,0.9104532355252817,0.5963386727688788,0.5888277158587351,0.7124448572091944,0.8411634413616228,0.6237557507319114,0.6798201798201798,0.7842023819918248,0.9687782627501867
17,bert-base-multilingual-cased,udpos,before_realign_only_0_1_dico,1965,1965,19782,31430,0.02496037259697914,0,0.02496037259697914,0.8750953955736454,0.8570249922651174,0.8789053183877892,0.8651776980762961,0.818329125372122,0.8733233979135618,0.528240956373234,0.8801661438764606,0.8977352090192557,0.7872885230909922,0.756437021572721,0.8690513809012197,0.8687123713342396,0.6092181722134179,0.7242732147897262,0.8307015025361278,0.85852608929532,0.512313003452244,0.6510233792926265,0.8194137168141593,0.910098111192685,0.837245696400626,0.8381973102158359,0.8412960921229939,0.8296901062242121,0.8522239263803681,0.8472794431027134,0.9081477600209589,0.5848970251716247,0.5781746564612148,0.7316577664267472,0.8318955467474936,0.6315349226265161,0.6744089244089244,0.7840501146956822,0.9684636860524557,0.8750953955736454,0.8570249922651174,0.8789053183877892,0.8651776980762961,0.818329125372122,0.8733233979135618,0.528240956373234,0.8801661438764606,0.8977352090192557,0.7872885230909922,0.756437021572721,0.8690513809012197,0.8687123713342396,0.6092181722134179,0.7242732147897262,0.8307015025361278,0.85852608929532,0.512313003452244,0.6510233792926265,0.8194137168141593,0.910098111192685,0.837245696400626,0.8381973102158359,0.8412960921229939,0.8296901062242121,0.8522239263803681,0.8472794431027134,0.9081477600209589,0.5848970251716247,0.5781746564612148,0.7316577664267472,0.8318955467474936,0.6315349226265161,0.6744089244089244,0.7840501146956822,0.9684636860524557
31,bert-base-multilingual-cased,udpos,before_realign_only_1_2_dico,1965,1965,19782,31430,0.04899352043867111,0,0.04899352043867111,0.8782752480284914,0.863568129991864,0.8983424755544955,0.858004564721226,0.8192335230056148,0.8767014406358669,0.5888837137090513,0.8804763710316776,0.8921480594632346,0.8225880201188843,0.7496418191493717,0.8702521645705619,0.8666731404156147,0.6613180137348125,0.6688681907987581,0.8276390085175614,0.8596019365250135,0.48676639815880324,0.6588164768348035,0.8154498525073747,0.9137355669759061,0.8464582041515339,0.8343081079476293,0.8576503736371432,0.8425072425599157,0.8618865030674847,0.8511862480465975,0.91061042703694,0.5826086956521739,0.595944675708339,0.7114580914789876,0.8470505945441827,0.6259305729820159,0.6776556776556777,0.7883011626152236,0.9681884314419409,0.8782752480284914,0.863568129991864,0.8983424755544955,0.858004564721226,0.8192335230056148,0.8767014406358669,0.5888837137090513,0.8804763710316776,0.8921480594632346,0.8225880201188843,0.7496418191493717,0.8702521645705619,0.8666731404156147,0.6613180137348125,0.6688681907987581,0.8276390085175614,0.8596019365250135,0.48676639815880324,0.6588164768348035,0.8154498525073747,0.9137355669759061,0.8464582041515339,0.8343081079476293,0.8576503736371432,0.8425072425599157,0.8618865030674847,0.8511862480465975,0.91061042703694,0.5826086956521739,0.595944675708339,0.7114580914789876,0.8470505945441827,0.6259305729820159,0.6776556776556777,0.7883011626152236,0.9681884314419409
42,bert-base-multilingual-cased,udpos,before_realign_only_1_2_dico,1965,1965,19782,31430,0.05890507996082306,0,0.05890507996082306,0.8759221572119054,0.8635165641078529,0.8876699260672549,0.8496902510596674,0.8216829332629912,0.8731246895181322,0.6204626610774724,0.8797525076695046,0.8954404868801756,0.7988111568358482,0.7532850300871915,0.8676609998104026,0.8573509419304719,0.6573560486001057,0.6646344905447361,0.8278304143937218,0.8503675811368119,0.49911775987725354,0.6609574376980388,0.8200589970501475,0.9138690515918041,0.8436235863820238,0.8316658254906035,0.845951243415411,0.842946185585111,0.8548312883435583,0.8496235260690439,0.9121823421535237,0.5899313501144164,0.6004655118392194,0.7210355235662874,0.84448589414782,0.6206608113759933,0.6944721944721944,0.7879540402754909,0.967087412999882,0.8759221572119054,0.8635165641078529,0.8876699260672549,0.8496902510596674,0.8216829332629912,0.8731246895181322,0.6204626610774724,0.8797525076695046,0.8954404868801756,0.7988111568358482,0.7532850300871915,0.8676609998104026,0.8573509419304719,0.6573560486001057,0.6646344905447361,0.8278304143937218,0.8503675811368119,0.49911775987725354,0.6609574376980388,0.8200589970501475,0.9138690515918041,0.8436235863820238,0.8316658254906035,0.845951243415411,0.842946185585111,0.8548312883435583,0.8496235260690439,0.9121823421535237,0.5899313501144164,0.6004655118392194,0.7210355235662874,0.84448589414782,0.6206608113759933,0.6944721944721944,0.7879540402754909,0.967087412999882
66,bert-base-multilingual-cased,udpos,before_realign_only_1_2_dico,1965,1965,19782,31430,0.026384977623820305,0,0.026384977623820305,0.8729330959043501,0.8551055954713694,0.8945265919389459,0.8571079230518422,0.8207031691600407,0.8784898161947342,0.6049371215649744,0.8860432249836269,0.8949416342412452,0.7967078189300412,0.7405542592820009,0.8685457877772862,0.8651194406680909,0.6465927099841522,0.7397121083827265,0.8226624557373912,0.8579881656804734,0.5143843498273878,0.6647255288173333,0.8225479351032449,0.9151705265968098,0.8439779136032126,0.8366238161683935,0.8486463310057577,0.838907909753314,0.8433282208588957,0.8487711322631055,0.9107152213780456,0.588558352402746,0.6015845306834967,0.7164499651729742,0.8425623688505479,0.6260978670012547,0.6794039294039294,0.7895625534659922,0.9677558884825607,0.8729330959043501,0.8551055954713694,0.8945265919389459,0.8571079230518422,0.8207031691600407,0.8784898161947342,0.6049371215649744,0.8860432249836269,0.8949416342412452,0.7967078189300412,0.7405542592820009,0.8685457877772862,0.8651194406680909,0.6465927099841522,0.7397121083827265,0.8226624557373912,0.8579881656804734,0.5143843498273878,0.6647255288173333,0.8225479351032449,0.9151705265968098,0.8439779136032126,0.8366238161683935,0.8486463310057577,0.838907909753314,0.8433282208588957,0.8487711322631055,0.9107152213780456,0.588558352402746,0.6015845306834967,0.7164499651729742,0.8425623688505479,0.6260978670012547,0.6794039294039294,0.7895625534659922,0.9677558884825607
23,bert-base-multilingual-cased,udpos,before_realign_only_1_2_dico,1965,1965,19782,31430,0.03137882798910141,0,0.03137882798910141,0.882727041465276,0.867636105286076,0.8883854042451705,0.8559667427453538,0.8264310208388288,0.8769995032290114,0.631547896289396,0.8799420909310262,0.8961388805746783,0.8018289894833105,0.747963486020713,0.8703153637110536,0.8647310157312099,0.6418383518225039,0.7033587355348575,0.8278304143937218,0.8538640846333154,0.5093977752205601,0.6612143530016271,0.8226401179941003,0.9150036708269372,0.8497947854843948,0.8340705994121663,0.8552002940095553,0.8393468527785094,0.8615030674846625,0.8518255434010513,0.9123919308357349,0.5981693363844394,0.6059710845530639,0.7220803343394474,0.8487992539053393,0.6203262233375156,0.6750749250749251,0.791185743381751,0.9686209744013212,0.882727041465276,0.867636105286076,0.8883854042451705,0.8559667427453538,0.8264310208388288,0.8769995032290114,0.631547896289396,0.8799420909310262,0.8961388805746783,0.8018289894833105,0.747963486020713,0.8703153637110536,0.8647310157312099,0.6418383518225039,0.7033587355348575,0.8278304143937218,0.8538640846333154,0.5093977752205601,0.6612143530016271,0.8226401179941003,0.9150036708269372,0.8497947854843948,0.8340705994121663,0.8552002940095553,0.8393468527785094,0.8615030674846625,0.8518255434010513,0.9123919308357349,0.5981693363844394,0.6059710845530639,0.7220803343394474,0.8487992539053393,0.6203262233375156,0.6750749250749251,0.791185743381751,0.9686209744013212
17,bert-base-multilingual-cased,udpos,before_realign_only_1_2_dico,1965,1965,19782,31430,0.02226952463388443,0,0.02226952463388443,0.8771940981938438,0.8609611880779676,0.8906510851419032,0.858656667753505,0.820326336812752,0.8787878787878788,0.5963980748331005,0.8849229602564544,0.8935448468522399,0.7925925925925926,0.7613901510499815,0.8693041774631866,0.8662847154787338,0.6440834653988379,0.7314422805532035,0.8266819791367594,0.8576295499372423,0.4995013425393172,0.658730838400274,0.8178466076696165,0.9131015150503904,0.8445979862402929,0.8378707359795743,0.8544652701212789,0.8366254060222983,0.8607361963190184,0.8541696263673817,0.9117107676185486,0.591304347826087,0.5980484311355804,0.728465289064314,0.8469923058988109,0.6260978670012547,0.6804029304029304,0.7903388091757986,0.967991821005859,0.8771940981938438,0.8609611880779676,0.8906510851419032,0.858656667753505,0.820326336812752,0.8787878787878788,0.5963980748331005,0.8849229602564544,0.8935448468522399,0.7925925925925926,0.7613901510499815,0.8693041774631866,0.8662847154787338,0.6440834653988379,0.7314422805532035,0.8266819791367594,0.8576295499372423,0.4995013425393172,0.658730838400274,0.8178466076696165,0.9131015150503904,0.8445979862402929,0.8378707359795743,0.8544652701212789,0.8366254060222983,0.8607361963190184,0.8541696263673817,0.9117107676185486,0.591304347826087,0.5980484311355804,0.728465289064314,0.8469923058988109,0.6260978670012547,0.6804029304029304,0.7903388091757986,0.967991821005859
