seed,model,task,method,n_realignment_langs,realignment_langs,finetuning_steps,realignment_steps,distinct_realignment_samples,repeated_realignment_samples,train_loss,realignment_loss,task_loss,eval_bg_accuracy,eval_cs_accuracy,eval_de_accuracy,eval_es_accuracy,eval_lv_accuracy,eval_af_accuracy,eval_ar_accuracy,eval_ca_accuracy,eval_da_accuracy,eval_el_accuracy,eval_fa_accuracy,eval_fi_accuracy,eval_fr_accuracy,eval_he_accuracy,eval_hi_accuracy,eval_hu_accuracy,eval_it_accuracy,eval_ja_accuracy,eval_ko_accuracy,eval_lt_accuracy,eval_no_accuracy,eval_pl_accuracy,eval_pt_accuracy,eval_ro_accuracy,eval_ru_accuracy,eval_sk_accuracy,eval_sl_accuracy,eval_sv_accuracy,eval_ta_accuracy,eval_th_accuracy,eval_tr_accuracy,eval_uk_accuracy,eval_vi_accuracy,eval_zh_accuracy,eval_avg_accuracy,eval_same_accuracy,final_eval_bg_accuracy,final_eval_cs_accuracy,final_eval_de_accuracy,final_eval_es_accuracy,final_eval_lv_accuracy,final_eval_af_accuracy,final_eval_ar_accuracy,final_eval_ca_accuracy,final_eval_da_accuracy,final_eval_el_accuracy,final_eval_fa_accuracy,final_eval_fi_accuracy,final_eval_fr_accuracy,final_eval_he_accuracy,final_eval_hi_accuracy,final_eval_hu_accuracy,final_eval_it_accuracy,final_eval_ja_accuracy,final_eval_ko_accuracy,final_eval_lt_accuracy,final_eval_no_accuracy,final_eval_pl_accuracy,final_eval_pt_accuracy,final_eval_ro_accuracy,final_eval_ru_accuracy,final_eval_sk_accuracy,final_eval_sl_accuracy,final_eval_sv_accuracy,final_eval_ta_accuracy,final_eval_th_accuracy,final_eval_tr_accuracy,final_eval_uk_accuracy,final_eval_vi_accuracy,final_eval_zh_accuracy,final_eval_avg_accuracy,final_eval_same_accuracy
31,xlm-roberta-base,udpos,before_dico,14,"ar,da,el,fi,fr,hi,ja,ko,lt,ta,th,tr,vi,zh",1970,1970,31520,31520,0.10058142244815826,0,0.10058142244815826,0.8876876112948359,0.8657923083975064,0.8964941569282137,0.8699869579393544,0.8607447049069119,0.8848484848484849,0.6777653422868868,0.8940864199658732,0.8994313079916193,0.8538862949739082,0.7552089729419952,0.8819440055615244,0.8768692950087396,0.665808070801136,0.7282246683601468,0.8487893578332855,0.8648139847601972,0.5878471689427651,0.6591590305729211,0.8650442477876106,0.9203764266168324,0.8472349346009626,0.8405379728044653,0.8642489585885812,0.864406779661017,0.8569018404907975,0.8623286211550757,0.9146974063400576,0.6555199267063674,0.6855120508914971,0.7252728117018806,0.8594414971142075,0.6418235048097031,0.7291267793224008,0.8115253500855224,0.9668121583893673,0.8876876112948359,0.8657923083975064,0.8964941569282137,0.8699869579393544,0.8607447049069119,0.8848484848484849,0.6777653422868868,0.8940864199658732,0.8994313079916193,0.8538862949739082,0.7552089729419952,0.8819440055615244,0.8768692950087396,0.665808070801136,0.7282246683601468,0.8487893578332855,0.8648139847601972,0.5878471689427651,0.6591590305729211,0.8650442477876106,0.9203764266168324,0.8472349346009626,0.8405379728044653,0.8642489585885812,0.864406779661017,0.8569018404907975,0.8623286211550757,0.9146974063400576,0.6555199267063674,0.6855120508914971,0.7252728117018806,0.8594414971142075,0.6418235048097031,0.7291267793224008,0.8115253500855224,0.9668121583893673
