seed,model,task,method,n_realignment_langs,realignment_langs,final_eval_bg_accuracy,final_eval_cs_accuracy,final_eval_de_accuracy,final_eval_es_accuracy,final_eval_lv_accuracy,final_eval_af_accuracy,final_eval_ar_accuracy,final_eval_ca_accuracy,final_eval_da_accuracy,final_eval_el_accuracy,final_eval_fa_accuracy,final_eval_fi_accuracy,final_eval_fr_accuracy,final_eval_he_accuracy,final_eval_hi_accuracy,final_eval_hu_accuracy,final_eval_it_accuracy,final_eval_ja_accuracy,final_eval_ko_accuracy,final_eval_lt_accuracy,final_eval_no_accuracy,final_eval_pl_accuracy,final_eval_pt_accuracy,final_eval_ro_accuracy,final_eval_ru_accuracy,final_eval_sk_accuracy,final_eval_sl_accuracy,final_eval_sv_accuracy,final_eval_ta_accuracy,final_eval_th_accuracy,final_eval_tr_accuracy,final_eval_uk_accuracy,final_eval_vi_accuracy,final_eval_zh_accuracy,final_eval_bam_accuracy,final_eval_bbj_accuracy,final_eval_ewe_accuracy,final_eval_fon_accuracy,final_eval_hau_accuracy,final_eval_ibo_accuracy,final_eval_kin_accuracy,final_eval_lug_accuracy,final_eval_luo_accuracy,final_eval_mos_accuracy,final_eval_nya_accuracy,final_eval_pcm_accuracy,final_eval_sna_accuracy,final_eval_swa_accuracy,final_eval_tsn_accuracy,final_eval_twi_accuracy,final_eval_wol_accuracy,final_eval_xho_accuracy,final_eval_yor_accuracy,final_eval_zul_accuracy,final_eval_avg_accuracy,final_eval_same_accuracy
42,bert-base-multilingual-cased,udpos,before_dico,14,"bg,da,el,fr,hu,it,ja,lt,lv,pl,ru,sl,sv,vi",0.845268379547189,0.8689252523863545,0.9024564750775101,0.865259210955331,0.8266948034819309,0.8780923994038748,0.6136003726129483,0.8879218227568854,0.888356779407363,0.8229538180155465,0.7590977936059601,0.8665866144220439,0.8714313458924063,0.6696381405176968,0.6863957098504092,0.8315628289788497,0.8665052895822126,0.5288070579209819,0.66078616082898,0.8270648967551623,0.9156043515984783,0.8480526766468834,0.8410771012083247,0.8552002940095553,0.8541831270301115,0.8618865030674847,0.8487711322631055,0.914854597851716,0.5954233409610984,0.5865896781701804,0.7172045507313676,0.860748426206575,0.578168130489335,0.7054612054612055,0.357128680119087,0.24199210179903466,0.3617142857142857,0.23956021787371393,0.3443451224251846,0.41782565221343515,0.34501030320871356,0.3544329896907216,0.3358290061586765,0.3664726802457161,0.37149817295980514,0.6498491011678258,0.3744198040226921,0.5787509330679274,0.3256910359080341,0.2869413407821229,0.34945649048139416,0.42568468560878037,0.40006891798759475,0.3540695784111846,0.6376179882877961,0.9672447013487476
66,bert-base-multilingual-cased,udpos,before_dico,14,"af,cs,da,el,es,fr,hi,ja,lv,ro,ru,sk,ta,zh",0.8781480539302976,0.8377450811876196,0.8848080133555927,0.8591457450277143,0.8312544748841241,0.8845504222553403,0.5975780158360503,0.8883354589638413,0.8855632046293525,0.7958847736625514,0.7507879978713824,0.8720217405043291,0.8652165469023111,0.650554675118859,0.6558001693480101,0.8352952435639774,0.8578985117446656,0.4638281549673955,0.6467414575661556,0.815726401179941,0.9122338650470533,0.8272359524020433,0.8358222248612059,0.8485238270243783,0.8512861030638224,0.8325920245398774,0.8223469242790169,0.9073094052921142,0.6086956521739131,0.5800993688733719,0.7074529835152078,0.8473420377710422,0.6214972814721874,0.7100399600399601,0.384254052265961,0.23628784554629223,0.3515238095238095,0.24213233810772644,0.38450576499546574,0.3970093627852013,0.3764498086546953,0.36938144329896905,0.35001811375437747,0.38288069835111543,0.3926106374340235,0.6579189082797533,0.3931150077359464,0.5790619557103757,0.31193490054249545,0.2943435754189944,0.3599240812100995,0.4676377064314289,0.41235929244199404,0.39839601170477945,0.637242723463856,0.9680311430930754
