method,afri_only,afri_only,least_family_en_20,least_family_en_20,least_family_en_5,least_family_en_5,least_same_script_10,least_same_script_10,least_same_script_20,least_same_script_20,least_same_script_5,least_same_script_5,least_uriel_10,least_uriel_10,least_uriel_20,least_uriel_20,least_uriel_40,least_uriel_40,least_uriel_5,least_uriel_5,least_uriel_en_10,least_uriel_en_10,least_uriel_en_20,least_uriel_en_20,least_uriel_en_40,least_uriel_en_40,least_uriel_en_5,least_uriel_en_5,most_distinct_script_10,most_distinct_script_10,most_distinct_script_18,most_distinct_script_18,most_distinct_script_5,most_distinct_script_5,most_family_en_10,most_family_en_10,most_family_en_20,most_family_en_20,most_family_en_25,most_family_en_25,most_family_en_5,most_family_en_5,most_same_script_10,most_same_script_10,most_same_script_20,most_same_script_20,most_same_script_41,most_same_script_41,most_same_script_5,most_same_script_5,most_uriel_10,most_uriel_10,most_uriel_20,most_uriel_20,most_uriel_40,most_uriel_40,most_uriel_5,most_uriel_5,most_uriel_en_10,most_uriel_en_10,most_uriel_en_20,most_uriel_en_20,most_uriel_en_40,most_uriel_en_40,most_uriel_en_5,most_uriel_en_5,random_langs_with_seed_10,random_langs_with_seed_10,random_langs_with_seed_20,random_langs_with_seed_20,random_langs_with_seed_40,random_langs_with_seed_40,random_langs_with_seed_5,random_langs_with_seed_5,xt_afri,xt_afri,xt_only,xt_only
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
language,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
af,0.8552906110283159,0.004410923572861024,0.8916045702930949,0.00721989028341456,0.8871336313959265,0.002894374964920117,0.88224043715847,0.0051038635926211684,0.8826295744328531,0.00752035368188728,0.8750372578241431,0.007188546843064387,0.87625434674615,0.0070181393569027145,0.8781669150521609,0.0060092865192118775,0.8781669150521609,0.0060092865192118775,0.8745901639344262,0.0031453882003530326,0.8760059612518629,0.006586916060761955,0.8823894684550422,0.0011738240502365926,0.8780427223050173,0.0073425821854296225,0.8655240933929459,0.0029701200286716377,0.877645305514158,0.00500104727177803,0.8741182314952807,0.007817687640953752,0.8803527074018878,0.0060333308653141935,0.87451564828614,0.0023215740577343393,0.8714605067064083,0.010465217122057491,0.8680327868852459,0.00401729784085109,0.864555389965226,0.0061172797205447,0.8781172379533035,0.011412730097539563,0.879036264282166,0.005872553120575248,0.8779185295578739,0.005240011722078976,0.8579483358171882,0.01047841422147004,0.8794833581718827,0.003923337796292979,0.8781669150521609,0.0060092865192118775,0.8781669150521609,0.0060092865192118775,0.8656731246895182,,0.8858917039244908,0.0027420078615945716,0.8829607550919026,0.008161167730362002,0.8822652757078986,0.007101335055377383,0.8634128166915052,0.007471794585383332,0.8732488822652757,0.006732850669494153,0.8807252856433184,0.013329887819595026,0.8806259314456035,0.0028305776695269637,0.864903129657228,0.016770049744995935,0.8771485345255837,0.007708118674283702,0.891852955787382,0.001765227086767518
ar,0.6458378613344925,0.001900984099601803,0.6613073244946751,0.0018294272338422513,0.6494838078678549,0.005071134893156733,0.6530102151706151,0.0040652441815328885,0.6591230167354922,0.006458261370345963,0.6427896109541404,0.004395059209341861,0.6578515540099978,0.004464022392996345,0.6452945011953923,0.012446447292790987,0.6452945011953923,0.012446447292790987,0.6624864159965225,0.009511263278511697,0.6572755922625516,0.010942093249577936,0.6514344707672245,0.007104757437909862,0.6530754183873071,0.008871773855467816,0.6690176048685068,0.01346964541762671,0.6398119973918713,0.011466231077109257,0.6495381438817649,0.012465262677475285,0.6497011519234949,0.008992326305768633,0.6502119104542491,0.00606833464671488,0.647196261682243,0.008427897023449874,0.6457074549011085,0.01145194883415367,0.6516246468159096,0.00916053628645642,0.6552053901325798,0.011545000362283363,0.6543197131058466,0.0055759764671811105,0.6559823951314931,0.010316364442843498,0.6454031732232124,0.013937353152319915,0.6470441208432949,0.003118338110239087,0.6452945011953923,0.012446447292790987,0.6452945011953923,0.012446447292790987,0.6412519017604869,,0.6420234731580091,0.011464955588537969,0.6470223864377309,0.003549413203950277,0.6505379265377091,0.013864113363838047,0.6508313410128233,0.004531693054065026,0.6564768528580743,0.006685829583551056,0.6601988698109107,0.0043522525314602725,0.6531243207998261,0.01024580525918249,0.6546294283851337,0.019408572667749018,0.6558954575092372,0.00737624814271469,0.641643121060639,0.007313038068298591
avg,0.4905492611327451,0.0015092950105525269,0.5040244130302471,0.0017871196525702084,0.500737366252026,0.005509865071699598,0.5049649022237643,0.002386205212373728,0.5014938226352744,0.001510894546301202,0.509206780794206,0.005979704748507822,0.49967491527590635,0.0008305693372722909,0.5052619035492653,0.0015368955418337685,0.5052619035492653,0.0015368955418337685,0.5165425454864366,0.012252213607769812,0.5002613433107315,0.00486079578570517,0.5044229579148507,0.004286313368620031,0.5064976126880889,0.0016487619697027208,0.49786730868461154,0.0045875411506184904,0.5113345184830703,0.002338698642165306,0.510468836879778,0.003422033593030842,0.5169471584736491,0.0037040617106550953,0.4989433545225592,0.0021974028559314774,0.5014326689811359,0.000969786535984317,0.5019480314690722,0.0015516329680703568,0.4943540611306751,0.0015114843493631946,0.49788814365124606,0.002474973330748821,0.5033655583484691,0.0011630968501085532,0.5039548651187613,0.001334686644178015,0.4948581275818731,0.002409536517800906,0.49688008454590654,0.001652317912423655,0.5052619035492653,0.0015368955418337685,0.5052619035492653,0.0015368955418337685,0.4954035080231839,,0.49674713039249285,0.0008932639074117612,0.5005588830928549,0.001923929977624984,0.5036110331602687,0.002445327074309486,0.4934661899717514,0.0012043977279495106,0.4982648819510477,0.0006359743232651481,0.5009589465964468,0.0044284076846619076,0.5039593522671793,0.004186846247273041,0.4952730480782771,0.0021134416614297185,0.5052945863531696,0.003658602601009136,0.5092793022553148,0.002655530703801503
bam,0.029349128177825062,0.0025576838613836903,0.03933182483694925,0.004219933918172342,0.0383002795155064,0.006121876611638631,0.038566484759749727,0.009836770064636673,0.0225442566218554,0.0016141265587162042,0.05641887395181683,0.010126356603630595,0.03232729934779707,0.00669789159981749,0.030713430054572,0.0022129353373582274,0.030713430054572,0.0022129353373582274,0.06911353653666975,0.01601906324020947,0.03399108212431778,0.0033423404184979156,0.043308265672833704,0.011236386267072417,0.03691933981099425,0.0021201754807618077,0.03939837614801005,0.007163468864130003,0.04407360575003325,0.0025110078066034186,0.043857313989085524,0.007564828326445061,0.0471349660588313,0.005577718542984293,0.036919339810994226,0.008344408336652665,0.028350858511912623,0.001208964602993813,0.03226074803673627,0.003024181694828271,0.04079595368028745,0.006269260668750534,0.030530413949154726,0.010565863405890295,0.02642087049114862,0.006676172425080023,0.031212564887528275,0.008604272106311019,0.04062957540263537,0.008705511852498436,0.03770131771595895,0.008038762954965304,0.030713430054572,0.0022129353373582274,0.030713430054572,0.0022129353373582274,0.0441900705443897,,0.0411786237188872,0.002419989063699778,0.03334220684147475,0.004350847631753244,0.0263210435245574,0.003654266980777946,0.03339212032477035,0.0036469369548988414,0.0338413416744309,0.003245130006071985,0.03477306002928252,0.006133441424865256,0.034756422201517326,0.01132902911500815,0.03295953680287497,0.011320294544866208,0.03696925329428985,0.005088310899098666,0.03460668175163045,0.005343204129287633
bbj,0.04234313295304953,0.006423301625858431,0.0382294866169372,0.002858449807107374,0.0445370776656428,0.024125080010540697,0.0394635805177709,0.03140629812583991,0.03411584028082487,0.005529292036463841,0.0694657744624835,0.029835547503470547,0.019772926722246575,0.0024006323767920574,0.0346643264589732,0.010192205450032901,0.0346643264589732,0.010192205450032901,0.08915642825800783,0.036387790058890465,0.01815489249670905,0.007451072522122626,0.03652917946467745,0.0037221701566668205,0.04319328652917943,0.005992572331575862,0.022652479157525173,0.008583764879109106,0.03589842035980685,0.007231910375736962,0.03973782360684505,0.007929309460617217,0.0292617376042123,0.0074633767393438655,0.030249012724879273,0.009634796319944865,0.030523255813953452,0.003160822627078511,0.030413558578323775,0.004174624831743757,0.032717200526546676,0.0017899483185696533,0.043275559455901676,0.008077223310135814,0.029618253620008726,0.006363070079171578,0.03762615182097405,0.007148018673823977,0.05202391399736722,0.011832522038345623,0.03225098727512062,0.007099595146231591,0.0346643264589732,0.010192205450032901,0.0346643264589732,0.010192205450032901,0.0400394910048266,,0.04711496270293983,0.011814244587448428,0.0431932865291794,0.010407323490519501,0.04017661254936372,0.0029630101260434702,0.039436156208863496,0.006314661762414877,0.03441750767880645,0.011399147479333486,0.03277204914436153,0.00870666021667976,0.034225537516454546,0.0044559227756888415,0.04832163229486612,0.02575752450046207,0.04253510311540145,0.009872090969748977,0.03960070206230798,0.009456470117610472
bg,0.8704428326016416,0.005231841148481725,0.8885283451040276,0.0034117283662967587,0.882738436088312,0.0025582358978208527,0.8857129223134186,0.004538820590786441,0.8842866535174227,0.0015641147858999544,0.8811318953998855,0.003083643415152111,0.888082967487434,0.005747687746500398,0.8848539797671311,0.003061244569340184,0.8848539797671311,0.003061244569340184,0.8766622128905007,0.0030657044188251853,0.8888623783164726,0.004617225472210588,0.8869854297894,0.004304128391369223,0.8860628618693135,0.004646939622829586,0.875405611757969,0.002928783608917626,0.8821658077241203,0.0016320869553198651,0.8855379525354712,0.0030522500591726328,0.8803206718839474,0.0021121324263788386,0.8849335114843799,0.005542472497894274,0.886094674556213,0.003954467553678122,0.8812591461474836,0.004397483102836549,0.877664312527836,0.004228535194478963,0.881306865177833,0.0030427300887492996,0.8825475599669148,0.0028539366917358466,0.8840586625946427,0.0027045773629626826,0.8839632245339442,0.007088139832873822,0.8841381943118916,0.004632288441451601,0.8848539797671311,0.003061244569340184,0.8848539797671311,0.003061244569340184,0.8796844181459567,,0.8823884965324171,0.005702788311957991,0.8819749316027232,0.0010582999257597269,0.8823407775020679,0.0017825516488940924,0.8757078322835147,0.0030915647040163775,0.8789845390341668,0.0017640032094274223,0.8820544633199721,0.005858229488405524,0.8849812305147293,0.0017855770914426336,0.878427817013425,0.003500118499884015,0.8845517592415856,0.00528524814123778,0.8841063816249921,0.004873747932458541
de,0.8725192085199798,0.007599931862252091,0.8839738645465602,0.0036894201566605826,0.8892246877688451,0.002978716852162259,0.8838675625698379,0.003798164882560544,0.879068522748623,0.00321221739658855,0.885221676703551,0.0018879982729913774,0.8791463951269196,0.005284817361965245,0.8801432851760658,0.005245922049277424,0.8801432851760658,0.005245922049277424,0.881153153954928,0.0043869523363922955,0.8841771979787791,0.0025720333169215095,0.8825647453202409,0.004611428577001131,0.8797273477904022,0.0018655750581001074,0.8806877737893936,0.004750931211219822,0.8853638246956796,0.0036247377075591287,0.8808014921830966,0.0051335632918183246,0.8791921296983002,0.007025365337340194,0.8787965874593333,0.0007770867226589189,0.8820363256103712,0.0051400366828204275,0.8814714418503466,0.004768873967674475,0.881031401109496,0.003819840280576363,0.8821858900194804,0.004112099047943823,0.8784863340156437,0.002518493242708336,0.8823780988262284,0.0032721285011301127,0.8806667606079484,0.00195952677341631,0.8825449682082925,0.002759635445125002,0.8801432851760658,0.005245922049277424,0.8801432851760658,0.005245922049277424,0.8806352408357807,,0.8780215718848576,0.00530700336267216,0.8810876422715991,0.0036694177069992303,0.8820672273477904,0.003873328449004392,0.88155055029814,0.0031894370470493443,0.8778806599622258,0.005157945022562164,0.8788200727797719,0.006540156777246332,0.8802495871527881,0.004297869867974192,0.8810437618044638,0.0035139768820025563,0.8800338930256014,0.004763188259236798,0.8788997992623138,0.0027343094055176363
el,0.8361827489616536,0.01063576394558353,0.8523857818989665,0.008359531577369812,0.8684439292958563,0.006244350773706437,0.8614652757654786,0.008380338710765496,0.8474838211146527,0.006781074403159368,0.8585917125470878,0.00838019954909964,0.8492707427798706,0.005914664527559768,0.8481116584564861,0.008097283836710654,0.8481116584564861,0.008097283836710654,0.8604510769825171,0.004020120500658134,0.8613445378151261,0.004312807358716653,0.8574326282237033,0.00948456352278583,0.8518545349174153,0.008299420500250149,0.8595576161499082,0.010492695204358317,0.849053414469236,0.009386467796739826,0.8517579445571332,0.012215880534260926,0.8539312276634792,0.007185169426987861,0.8509610740848064,0.005167358591749311,0.8548729836762291,0.011560888345736509,0.8515406162464986,0.007825607688797108,0.8497295469912103,0.006161311748654799,0.8532550951415049,0.005405249838862825,0.8477494446054283,0.008602283114250446,0.857939727615184,0.009084073903074428,0.8450690621076017,0.003414984937634288,0.8544141794648894,0.010976330384796406,0.8481116584564861,0.008097283836710654,0.8481116584564861,0.008097283836710654,0.8508644837245243,,0.8482323964068386,0.0069403495407127525,0.8483531343571912,0.010996605011609348,0.8482806915869796,0.012075823262464622,0.8467110982323964,0.006868563995968058,0.8533114395183361,0.011076490177242113,0.8503090891529026,0.009790907332146591,0.8454554235487298,0.010652417717060825,0.8539070800734087,0.005709190298327999,0.8509610740848064,0.008687048681303416,0.8501159084323384,0.017200385643099458
