seed,model,task,method,finetuning_steps,realignment_steps,distinct_realignment_samples,repeated_realignment_samples,train_loss,realignment_loss,task_loss,eval_ar_accuracy,eval_bg_accuracy,eval_de_accuracy,eval_el_accuracy,eval_es_accuracy,eval_fr_accuracy,eval_hi_accuracy,eval_ru_accuracy,eval_th_accuracy,eval_tr_accuracy,eval_vi_accuracy,eval_avg_accuracy,eval_same_accuracy,final_eval_ar_accuracy,final_eval_bg_accuracy,final_eval_de_accuracy,final_eval_el_accuracy,final_eval_es_accuracy,final_eval_fr_accuracy,final_eval_hi_accuracy,final_eval_ru_accuracy,final_eval_th_accuracy,final_eval_tr_accuracy,final_eval_vi_accuracy,final_eval_avg_accuracy,final_eval_same_accuracy
31,xlm-roberta-base,xnli,before_oneatatime_bottomup_13_dico,24544,24544,392704,392704,0.557044267654419,0,0.557044267654419,0.7059880239520958,0.7495009980039921,0.7518962075848303,0.7407185628742515,0.7708582834331338,0.7614770459081837,0.6822355289421158,0.745309381237525,0.6954091816367265,0.7113772455089821,0.731936127744511,0.7315187806205771,0.8215568862275449,0.7059880239520958,0.7495009980039921,0.7518962075848303,0.7407185628742515,0.7708582834331338,0.7614770459081837,0.6822355289421158,0.745309381237525,0.6954091816367265,0.7113772455089821,0.731936127744511,0.7315187806205771,0.8215568862275449
42,xlm-roberta-base,xnli,before_oneatatime_bottomup_13_dico,24544,24544,392704,392704,0.12080785632133484,0,0.12080785632133484,0.6868263473053893,0.7361277445109781,0.7285429141716567,0.7187624750499002,0.7620758483033933,0.7469061876247505,0.6572854291417166,0.7237524950099801,0.6750499001996008,0.6902195608782435,0.7107784431137725,0.7123933950281255,0.8119760479041916,0.6868263473053893,0.7361277445109781,0.7285429141716567,0.7187624750499002,0.7620758483033933,0.7469061876247505,0.6572854291417166,0.7237524950099801,0.6750499001996008,0.6902195608782435,0.7107784431137725,0.7123933950281255,0.8119760479041916
66,xlm-roberta-base,xnli,before_oneatatime_bottomup_13_dico,24544,24544,392704,392704,0.698828399181366,0,0.698828399181366,0.6832335329341317,0.7361277445109781,0.7201596806387226,0.7181636726546906,0.7491017964071857,0.7469061876247505,0.6666666666666666,0.7173652694610778,0.6778443113772455,0.6924151696606786,0.7119760479041917,0.7109054618036654,0.805189620758483,0.6832335329341317,0.7361277445109781,0.7201596806387226,0.7181636726546906,0.7491017964071857,0.7469061876247505,0.6666666666666666,0.7173652694610778,0.6778443113772455,0.6924151696606786,0.7119760479041917,0.7109054618036654,0.805189620758483
