seed,model,task,method,finetuning_steps,realignment_steps,distinct_realignment_samples,repeated_realignment_samples,train_loss,realignment_loss,task_loss,eval_ru_accuracy,eval_ar_accuracy,eval_th_accuracy,eval_avg_accuracy,eval_same_accuracy,final_eval_ru_accuracy,final_eval_ar_accuracy,final_eval_th_accuracy,final_eval_avg_accuracy,final_eval_same_accuracy
31,xlm-roberta-base,xnli,before_oneatatime_bottomup_13_dico,24544,24544,392704,392704,0.527305543422699,0,0.527305543422699,0.7431137724550898,0.7057884231536926,0.6960079840319361,0.7149700598802395,0.8219560878243513,0.7431137724550898,0.7057884231536926,0.6960079840319361,0.7149700598802395,0.8219560878243513
42,xlm-roberta-base,xnli,before_oneatatime_bottomup_13_dico,24544,24544,392704,392704,0.14377737045288086,0,0.14377737045288086,0.7359281437125749,0.6936127744510978,0.6960079840319361,0.7085163007318696,0.8133732534930139,0.7359281437125749,0.6936127744510978,0.6960079840319361,0.7085163007318696,0.8133732534930139
66,xlm-roberta-base,xnli,before_oneatatime_bottomup_13_dico,24544,24544,392704,392704,0.6908420920372009,0,0.6908420920372009,0.7357285429141717,0.6924151696606786,0.6922155688622754,0.7067864271457086,0.8145708582834331,0.7357285429141717,0.6924151696606786,0.6922155688622754,0.7067864271457086,0.8145708582834331
