seed,model,task,method,finetuning_steps,realignment_steps,distinct_realignment_samples,repeated_realignment_samples,train_loss,realignment_loss,task_loss,eval_th_accuracy,eval_ru_accuracy,eval_ar_accuracy,eval_avg_accuracy,eval_same_accuracy,final_eval_th_accuracy,final_eval_ru_accuracy,final_eval_ar_accuracy,final_eval_avg_accuracy,final_eval_same_accuracy
31,xlm-roberta-base,xnli,before_oneatatime_bottomup_13_dico,24544,24544,392704,392704,0.605565071105957,0,0.605565071105957,0.7101796407185629,0.7483033932135729,0.705189620758483,0.7212242182302062,0.8199600798403194,0.7101796407185629,0.7483033932135729,0.705189620758483,0.7212242182302062,0.8199600798403194
42,xlm-roberta-base,xnli,before_oneatatime_bottomup_13_dico,24544,24544,392704,392704,0.14412574470043182,0,0.14412574470043182,0.6832335329341317,0.7227544910179641,0.6812375249500998,0.6957418496340652,0.8087824351297406,0.6832335329341317,0.7227544910179641,0.6812375249500998,0.6957418496340652,0.8087824351297406
66,xlm-roberta-base,xnli,before_oneatatime_bottomup_13_dico,24544,24544,392704,392704,0.7689900994300842,0,0.7689900994300842,0.7025948103792415,0.7281437125748503,0.6898203592814371,0.7068529607451763,0.8145708582834331,0.7025948103792415,0.7281437125748503,0.6898203592814371,0.7068529607451763,0.8145708582834331
